Voltage,Angle
1.0200661610789208,178
1.0200307847500218,178
1.0200307847500218,178
1.020014324144185,178
1.0214114658296463,179
1.0206567550505343,179
1.0203055881250136,179
1.0203055881250136,179
1.0201421901545689,179
1.020014324144185,179
1.0324486321489887,180
1.0257923485389244,180
1.0280421797751615,180
1.0324486321489887,181
1.0265193494942575,181
1.023033453319678,181
1.030228492613738,182
1.0290890262493826,182
1.0299082290936927,182
1.0299572989972952,182
1.0299801312234413,182
1.0299907550582672,182
1.0299907550582672,182
1.0340110670411726,182
1.0200066650242894,182
1.025350101235802,182
1.0278364021050186,182
1.028993277899465,182
1.0295315722066212,182
1.0322681564528553,183
1.0310553731975136,183
1.030491065148803,183
1.030228492613738,183
1.0301063176131722,183
1.0301063176131722,183
1.041309865550295,183
1.0352624804405521,183
1.0295761239138377,183
1.0298027704571087,183
1.0299082290936927,183
1.0297820405477407,183
1.0297820405477407,183
1.0245515834668637,183
1.0274648517871316,183
1.0328182293285089,183
1.031311322106555,183
1.0359571581761802,183
1.0348746109023328,184
1.0386203890848327,184
1.0288203955365522,184
1.0294511300431577,184
1.030049469585409,185
1.0299956983286118,185
1.0299956983286118,185
1.0361752410161045,185
1.0328733396447933,185
1.0395604196397732,185
1.0397954632583866,185
1.0399048290541273,185
1.0399048290541273,185
1.0350916108090813,185
1.0350916108090813,185
1.0381188656993767,185
1.0300230181980907,186
1.0353577103675717,186
1.0432715259318814,186
1.0313369649367223,186
1.0306220897850569,186
1.0306220897850569,186
1.035636458376987,186
1.0379696440828121,186
1.0390552753917326,186
1.0399048290541273,186
1.0399557169588856,186
1.0328182293285089,186
1.0411385568334284,186
1.0405297704945942,186
1.0402465022111347,186
1.0464839450379395,187
1.03912470820992,187
1.03912470820992,187
1.039592726730076,187
1.039592726730076,187
1.0398104957475045,187
1.0452588236713138,187
1.0424469306542625,187
1.0402465022111347,187
1.040114697478841,187
1.040114697478841,187
1.040024832473282,187
1.040011554549818,187
1.0400053763320305,187
1.0400053763320305,187
1.0400025016072938,187
1.040001163997874,187
1.0400005416082108,187
1.0400002520103007,187
1.040000117260393,187
1.0400000545612609,187
1.0400000545612609,187
1.0400000253873547,187
1.0400000118127362,187
1.0400000118127362,187
1.0400000054964662,187
1.0400000025575058,187
1.0400000025575058,187
1.0400000011900075,187
1.0400000005537104,187
1.0400000005537104,187
1.0400000001198806,187
1.0400000000557805,187
1.0400000000259548,187
1.0400000000259548,187
1.0525150984553355,188
1.0404762753112675,188
1.0378399426340312,188
1.0378399426340312,188
1.0420416609253833,188
1.0430169796261533,188
1.036056800620049,188
1.0485265185575603,189
1.0386203890848327,189
1.0409499848285808,189
1.0457890279407387,189
1.0480406347008258,189
1.0437413073262942,189
1.0543066098222544,190
1.0494301263564265,190
1.0494301263564265,190
1.0443878377936453,190
1.0437413073262942,190
1.0437413073262942,190
1.0417408302989248,190
1.0408100083380898,190
1.0457238968797133,190
1.0480103292181306,190
1.0480103292181306,190
1.0443419253076147,191
1.0634082978456332,191
1.058522514360373,191
1.0583247766119928,191
1.0699483720512597,191
1.0539349775154512,191
1.0525150984553355,192
1.0560203951009695,192
1.0299956983286118,193
1.0684689625052868,194
1.066896837428187,194
1.0945885794686578,194
1.0707470660267666,194
1.0537571265094656,194
1.0602667662936307,194
1.0490742061851963,194
1.065610228137972,194
1.0667095691065696,195
1.06928760825371,195
1.0750155241204513,195
1.0798076818404747,195
1.058522514360373,195
1.0859291466208814,195
1.0720648319226962,195
1.0794989850148764,197
1.074419877727422,197
1.0750155241204513,197
1.0884508976804668,198
1.0678912026907212,198
1.080011728090585,199
1.078923243100959,199
1.0805398652749685,200
1.0802511993124428,200
1.0802511993124428,200
1.0801168830400796,200
1.0800543856785492,200
1.085372305656229,200
1.085372305656229,200
1.0824997338218434,200
1.0758161261473038,200
1.0780532434963406,200
1.0790941741988473,200
1.0795785192547238,200
1.0798038850092229,200
1.0798038850092229,200
1.0799087476947915,200
1.0799575403023867,200
1.0799802435027006,200
1.0853378073018067,200
1.0824836817375307,200
1.0824836817375307,200
1.0811556571124732,200
1.0805377272544336,200
1.0802502044914881,200
1.0801164201498894,200
1.0800541702957436,200
1.0800252054386095,200
1.0800252054386095,200
1.0800252054386095,200
1.0693114570805493,200
1.0750266209795796,200
1.0776858867417984,200
1.078923243100959,200
1.1165524532501299,200
1.0863138564972856,200
1.0945885794686578,200
1.1330062898404811,200
1.1533411909648543,200
1.0699483720512597,200
1.1096537667751274,202
1.1042341427485094,202
1.1140612117783681,204
1.1343360831047882,205
1.0855859459705508,205
1.115109723373246,206
1.1700482554268858,207
1.1320828341897902,207
1.168950857919171,209
1.1438525172954446,210
1.1043635762975703,210
1.1748974391525984,211
1.2301717943302009,212
1.2301717943302009,212
1.2086235542855714,213
1.3430345398090764,213
1.205954880987573,214
1.1467631406600973,214
1.2180048893491433,214
1.2436858266627757,215
1.176185711967264,216
1.2172287068460015,218
1.1533411909648543,219
1.379050440809362,219
1.225202789424395,219
1.168950857919171,219
1.3524868061235178,221
1.3714498292723438,224
1.2637346055604215,224
1.2992766750141564,226
1.288639134804202,228
1.4590459713731634,229
1.3079872167994058,229
