tempo,tensao
13.800,3.157869
13.900,3.171967
14.000,3.187992
14.100,3.189498
14.300,3.189874
14.400,3.189969
14.500,3.184996
14.700,3.182498
14.800,3.181249
14.900,3.175312
15.000,3.176328
15.100,3.176582
15.300,3.189146
15.400,3.213643
15.500,3.208411
15.600,3.202103
15.800,3.208026
15.900,3.209013
16.000,3.214753
16.100,3.218688
16.300,3.219836
16.400,3.214959
16.500,3.218740
16.600,3.224370
16.800,3.228592
16.900,3.229824
17.000,3.229956
17.100,3.232489
17.200,3.232489
17.300,3.236245
17.400,3.231561
17.500,3.225390
17.600,3.228848
17.800,3.234712
17.900,3.236178
18.000,3.236544
18.100,3.238272
18.200,3.239568
18.300,3.239892
18.400,3.244946
18.500,3.248737
18.600,3.249684
18.800,3.249921
18.900,3.249990
19.000,3.249998
19.100,3.249999
19.300,3.255000
19.400,3.258750
19.500,3.254687
19.600,3.256172
19.800,3.256543
19.900,3.261636
20.000,3.257909
20.100,3.261977
20.300,3.260494
20.400,3.260124
20.500,3.260031
20.600,3.262508
20.700,3.271254
20.800,3.267813
20.900,3.269453
21.000,3.269453
21.100,3.269932
21.300,3.269932
21.400,3.269996
21.500,3.269999
21.600,3.269999
21.700,3.275000
21.800,3.276250
21.900,3.271562
22.000,3.270391
22.100,3.270098
22.300,3.275049
22.400,3.270631
22.500,3.270158
22.600,3.270039
22.800,3.270010
22.900,3.270002
23.000,3.270001
23.100,3.265000
23.300,3.271875
23.400,3.280938
23.500,3.280469
23.600,3.280234
23.800,3.280029
23.900,3.280007
24.000,3.280002
24.100,3.287500
24.200,3.288750
24.300,3.289688
24.400,3.289922
24.500,3.289980
24.600,3.282495
24.800,3.286248
24.900,3.266562
25.000,3.226640
25.100,3.198320
25.200,3.129580
25.300,3.134790
25.400,3.141198
25.500,3.160299
25.600,3.103787
25.800,3.051894
25.900,2.861487
26.000,2.835743
26.200,2.728936
26.300,2.657234
26.400,2.654308
26.500,2.656077
26.600,2.594019
26.800,2.279252
26.900,2.092313
27.000,1.703078
27.100,0.925770
27.300,0.462885
27.400,0.115721
27.500,0.028930
27.600,0.007233
27.700,0.003616
27.800,0.001808
27.900,0.000452
28.000,0.000113
28.100,0.000028
28.300,0.000007
28.400,0.000002
28.500,0.000000
28.600,0.000000
28.700,0.000000
28.800,0.000000
28.900,0.000000
29.000,0.000000
29.100,0.000000
29.300,0.000000
29.400,0.000000
29.500,0.000000
29.700,0.000000
29.800,0.000000
29.900,0.000000
30.000,0.000000
30.100,0.000000
30.300,0.000000
30.400,0.000000
30.500,0.000000
30.600,0.000000
30.800,0.000000
30.900,0.000000
31.000,0.000000
31.100,0.000000
31.200,0.000000
31.300,0.000000
31.400,0.000000
31.500,0.000000
31.600,0.000000
31.800,0.000000
31.900,0.000000
32.000,0.000000
32.100,0.000000
32.200,0.000000
32.300,0.000000
32.400,0.000000
32.500,0.000000
32.600,0.000000
32.800,0.000000
32.900,0.000000
33.000,0.000000
33.200,0.000000
33.300,0.000000
33.400,0.000000
33.500,0.000000
33.600,0.000000
33.800,0.000000
33.900,0.000000
34.000,0.000000
34.100,0.000000
34.300,0.000000
34.400,0.000000
34.500,0.000000
34.600,0.000000
34.700,0.000000
34.800,0.000000
34.900,0.000000
35.000,0.000000
35.100,0.000000
35.300,0.000000
35.400,0.000000
35.500,0.000000
35.600,0.000000
35.700,0.000000
35.800,0.000000
35.900,0.000000
36.000,0.000000
36.100,0.000000
36.300,0.000000
36.400,0.000000
36.500,0.000000
36.600,0.000000
36.700,0.000000
36.800,0.000000
36.900,0.000000
37.000,0.000000
