tempo,forca
18.200,1.089000
18.300,1.140500
18.400,1.179000
18.500,1.191000
18.600,1.191000
18.700,1.242667
18.800,1.320000
18.900,1.399000
19.000,1.478000
19.100,1.517000
19.200,1.465500
19.300,1.428000
19.400,1.427000
19.500,1.405000
19.600,1.402500
19.700,1.441000
19.800,1.479000
19.900,1.530000
20.000,1.548000
20.100,1.574000
20.200,1.548000
20.300,1.544000
20.400,1.554000
20.500,1.580000
20.600,1.618000
20.700,1.669500
20.800,1.721000
20.900,1.725000
21.000,1.671333
21.100,1.607000
21.200,1.569000
21.300,1.585500
21.400,1.636000
21.500,1.635000
21.600,1.595000
21.700,1.582000
21.800,1.608000
21.900,1.659333
22.000,1.691000
22.100,1.665000
22.200,1.680000
22.300,1.718500
22.400,1.771000
22.500,1.762500
22.600,1.683500
22.700,1.591000
22.800,1.555000
22.900,1.579000
23.000,1.587000
23.100,1.625500
23.200,1.666000
23.300,1.673000
23.400,1.698667
23.500,1.749000
23.600,1.727500
23.700,1.702000
23.800,1.713000
23.900,1.708000
24.000,1.721000
24.100,1.711000
24.200,1.700000
24.300,1.687000
24.400,1.710000
24.500,1.699000
24.600,1.724000
24.700,1.788750
24.800,1.879000
24.900,1.929000
25.000,1.949000
25.100,1.975000
25.200,2.002000
25.300,2.014000
25.400,2.053500
25.500,2.118667
25.600,2.234833
25.700,2.368250
25.800,2.421000
25.900,2.382500
26.000,2.303250
26.100,2.244000
26.200,2.255000
26.300,2.294000
26.400,2.311000
26.500,2.285000
26.600,2.264000
26.700,2.226500
26.800,2.189000
26.900,2.191000
27.000,2.186000
27.100,2.174000
27.200,2.190000
27.300,2.240667
27.400,2.292000
27.500,2.318000
27.600,2.291000
27.700,2.239000
27.800,2.217000
27.900,2.244000
28.000,2.270000
28.100,2.250000
28.200,2.230000
28.300,2.227000
28.400,2.238000
28.500,2.243000
28.600,2.245000
28.700,2.227000
28.800,2.226000
28.900,2.217000
29.000,2.269333
29.100,2.346667
29.200,2.378000
29.300,2.353000
29.400,2.330000
29.500,2.321000
29.600,2.345000
29.700,2.293333
29.800,2.242000
29.900,2.217000
30.000,2.213000
30.100,2.239000
30.200,2.253000
30.300,2.263000
30.400,2.269000
30.500,2.272000
30.600,2.336667
30.700,2.388000
30.800,2.426000
30.900,2.477000
31.000,2.527500
31.100,2.593000
31.200,2.670333
31.300,2.722000
31.400,2.760000
31.500,2.798000
31.600,2.836000
31.700,2.873000
31.800,2.895000
31.900,2.921000
32.000,2.935000
32.100,2.935000
32.200,2.955000
32.300,2.965000
32.400,2.969500
32.500,2.932000
32.600,2.905000
32.700,2.958600
32.800,3.039000
32.900,3.067000
33.000,3.107000
33.100,3.110000
33.200,3.071500
33.300,3.020000
33.400,2.968500
33.500,2.960000
33.600,2.941000
33.700,2.952000
33.800,2.970000
33.900,3.008000
34.000,3.047000
34.100,3.072000
34.200,3.077000
34.300,3.085000
34.400,3.095000
34.500,3.095000
34.600,3.113000
34.700,3.130000
34.800,3.168000
34.900,3.191000
35.000,3.210000
35.100,3.214000
35.200,3.188000
35.300,3.167000
35.400,3.157000
35.500,3.163000
35.600,3.158000
35.700,3.123500
35.800,3.085000
35.900,3.045500
36.000,2.994000
36.100,2.943500
36.200,2.880000
36.300,2.789250
36.400,2.697333
36.500,2.645000
36.600,2.666667
36.700,2.730000
36.800,2.795000
36.900,2.874000
37.000,2.938500
37.100,2.977000
37.200,2.983000
37.300,2.983000
37.400,3.011500
37.500,2.999000
37.600,3.008000
37.700,3.003000
37.800,2.993000
37.900,3.019000
38.000,3.032000
38.100,3.028000
38.200,3.010000
38.300,2.981500
38.400,2.930000
38.500,2.910000
38.600,2.930000
38.700,2.968000
38.800,3.059200
38.900,3.192800
39.000,3.324600
39.100,3.443250
39.200,3.508000
39.300,3.528000
39.400,3.522000
39.500,3.560000
39.600,3.599000
39.700,3.615000
39.800,3.655000
39.900,3.706500
40.000,3.797000
40.100,3.913000
40.200,3.978000
40.300,3.985000
40.400,4.010000
40.500,4.018000
40.600,4.000000
40.700,3.974500
40.800,3.894000
40.900,3.828000
41.000,3.807000
41.100,3.846000
41.200,3.896500
41.300,3.947000
41.400,3.985000
41.500,4.035667
41.600,4.058000
41.700,4.084000
41.800,4.102000
41.900,4.116000
42.000,4.130000
42.100,4.155000
42.200,4.154000
42.300,4.128000
42.400,4.128000
42.500,4.158500
42.600,4.197000
42.700,4.208000
42.800,4.238000
42.900,4.199000
43.000,4.148000
43.100,4.110000
43.200,4.058333
43.300,4.013000
43.400,4.028000
43.500,4.054000
43.600,4.106333
43.700,4.127000
43.800,4.138000
43.900,4.139000
44.000,4.098500
44.100,4.092000
44.200,4.130500
44.300,4.195667
44.400,4.208000
44.500,4.202000
44.600,4.202000
44.700,4.227000
44.800,4.291750
44.900,4.336000
45.000,4.313000
45.100,4.353000
45.200,4.431750
45.300,4.497000
45.400,4.510000
45.500,4.502000
45.600,4.505000
45.700,4.486000
45.800,4.511000
45.900,4.550500
46.000,4.602000
46.100,4.641000
46.200,4.664000
46.300,4.673500
46.400,4.635000
46.500,4.571500
46.600,4.544000
46.700,4.519000
46.800,4.467000
46.900,4.376250
47.000,4.286000
47.100,4.240000
47.200,4.239000
47.300,4.246000
47.400,4.255000
47.500,4.277000
47.600,4.315500
47.700,4.353000
47.800,4.369000
47.900,4.377000
48.000,4.368000
48.100,4.385000
48.200,4.423500
48.300,4.398000
48.400,4.320000
48.500,4.229333
48.600,4.210000
48.700,4.170500
48.800,4.105000
48.900,3.968714
49.000,3.793000
49.100,3.662500
49.200,3.571667
49.300,3.468400
49.400,3.378500
49.500,3.356500
49.600,3.320000
49.700,3.255750
49.800,3.147250
49.900,3.080000
50.000,3.075500
50.100,3.010667
50.200,2.959000
50.300,2.934000
50.400,2.895000
50.500,2.813250
50.600,2.691000
50.700,2.599500
50.800,2.519000
50.900,2.463000
51.000,2.514000
51.100,2.553000
51.200,2.514000
51.300,2.539000
51.400,2.445833
51.500,2.312250
51.600,2.263000
51.700,2.198000
51.800,2.145500
51.900,2.176000
52.000,2.137000
52.100,2.083500
52.200,2.072000
52.300,2.037333
52.400,1.972000
52.500,1.956000
52.600,1.945000
52.700,1.906000
52.800,1.867000
52.900,1.868000
53.000,1.823333
53.100,1.759500
53.200,1.707500
53.300,1.668000
53.400,1.615333
53.500,1.564000
53.600,1.560000
53.700,1.522000
53.800,1.500000
53.900,1.474000
54.000,1.455500
54.100,1.404500
54.200,1.410000
54.300,1.419000
54.400,1.398000
54.500,1.405000
54.600,1.430000
54.700,1.377667
54.800,1.325000
54.900,1.324000
55.000,1.290667
55.100,1.225500
55.200,1.225000
55.300,1.186000
55.400,1.164000
55.500,1.137500
55.600,1.110000
55.700,1.110000
55.800,1.102000
55.900,1.083000
56.000,1.057000
56.100,1.039000
56.200,1.039000
56.300,1.000500
56.400,0.962000
56.500,0.983000
56.600,1.001000
56.700,1.013500
56.800,1.052000
56.900,1.054000
57.000,1.029000
57.100,1.011000
57.200,0.972000
57.300,0.970000
57.400,0.957000
57.500,0.940000
57.600,0.930500
57.700,0.918000
57.800,0.866333
57.900,0.801000
58.000,0.813000
58.100,0.800000
58.200,0.799500
58.300,0.838000
58.400,0.858000
58.500,0.841000
58.600,0.815000
58.700,0.797000
58.800,0.787000
58.900,0.768500
59.000,0.735000
59.100,0.690000
59.200,0.648000
59.300,0.687000
59.400,0.675000
59.500,0.622667
59.600,0.635000
59.700,0.674000
59.800,0.701000
59.900,0.690000
60.000,0.705000
60.100,0.715500
60.200,0.694000
60.300,0.697000
60.400,0.713000
60.500,0.674500
60.600,0.688000
60.700,0.726500
60.800,0.700000
60.900,0.635000
61.000,0.642000
61.100,0.617000
61.200,0.592000
61.300,0.599000
61.400,0.593000
61.500,0.566000
61.600,0.528500
61.700,0.510000
61.800,0.509000
61.900,0.496000
62.000,0.519000
62.100,0.544000
62.200,0.571000
62.300,0.564000
62.400,0.569000
62.500,0.594000
62.600,0.578000
62.700,0.549000
62.800,0.532000
62.900,0.523000
63.000,0.526000
63.100,0.519000
63.200,0.527000
63.300,0.501000
63.400,0.476000
63.500,0.485000
63.600,0.460000
63.700,0.422000
63.800,0.432000
63.900,0.483500
64.000,0.458500
64.100,0.407000
64.200,0.414000
64.300,0.440000
64.400,0.426000
64.500,0.400000
64.600,0.390000
64.700,0.407000
64.800,0.459000
64.900,0.497000
65.000,0.453667
65.100,0.402000
65.200,0.383000
65.300,0.380000
65.400,0.396000
65.500,0.357500
65.600,0.358000
65.700,0.360500
65.800,0.347000
65.900,0.354000
66.000,0.339000
66.100,0.354000
66.200,0.380000
66.300,0.389000
66.400,0.364000
66.500,0.346000
66.600,0.371000
66.700,0.384000
66.800,0.393000
66.900,0.405000
67.000,0.393000
67.100,0.380500
67.200,0.356000
67.300,0.361000
67.400,0.342000
67.500,0.338000
67.600,0.364000
67.700,0.358000
67.800,0.361000
67.900,0.361000
68.000,0.339000
68.100,0.324000
68.200,0.325000
68.300,0.306000
68.400,0.311000
68.500,0.306000
68.600,0.280000
68.700,0.285000
68.800,0.288000
68.900,0.313000
69.000,0.307000
69.100,0.333000
69.200,0.356000
69.300,0.363000
69.400,0.347000
69.500,0.330000
69.600,0.347000
69.700,0.321000
69.800,0.309000
69.900,0.322000
70.000,0.289500
70.100,0.278000
70.200,0.286000
70.300,0.260000
70.400,0.292500
70.500,0.280000
70.600,0.289000
70.700,0.294000
70.800,0.292000
70.900,0.307000
71.000,0.312000
71.100,0.291000
71.200,0.292000
71.300,0.291000
71.400,0.304000
71.500,0.297000
71.600,0.271000
71.700,0.253000
71.800,0.254000
71.900,0.245000
72.000,0.251000
72.100,0.250000
72.200,0.258000
72.300,0.260000
72.400,0.278000
72.500,0.261000
72.600,0.286000
72.700,0.272000
72.800,0.257000
72.900,0.264000
73.000,0.271000
73.100,0.265000
73.200,0.263000
73.300,0.237000
73.400,0.217000
73.500,0.242000
73.600,0.250000
73.700,0.288000
73.800,0.340000
73.900,0.394000
74.000,0.433000
74.100,0.397000
74.200,0.345500
74.400,0.305500
74.500,0.268000
74.600,0.284000
74.700,0.270000
74.800,0.231500
74.900,0.201000
75.000,0.199000
75.100,0.193000
75.200,0.172000
75.300,0.160000
75.400,0.180000
75.500,0.170000
75.600,0.170000
75.700,0.165000
75.800,0.160000
75.900,0.152000
76.000,0.146000
76.100,0.120000
76.200,0.099000
76.300,0.060500
76.400,0.023000
76.500,0.013000
76.600,0.008000
76.700,0.010000
76.800,0.000000
76.900,0.000000
77.000,0.000000
77.100,0.000000
77.200,0.000000
77.300,0.000000
77.400,0.000000
77.500,0.000000
77.600,0.000000
77.700,0.000000
77.800,0.000000
77.900,0.000000
78.000,0.000000
78.100,0.000000
78.200,0.000000
78.300,0.000000
78.400,0.000000
78.500,0.000000
78.600,0.000000
78.700,0.000000
78.800,0.000000
78.900,0.000000
79.000,0.000000
79.100,0.000000
79.200,0.000000
79.300,0.000000
79.400,0.000000
79.500,0.000000
79.600,0.000000
79.700,0.000000
79.800,0.000000
79.900,0.000000
80.000,0.000000
80.100,0.000000
80.200,0.000000
80.300,0.000000
80.400,0.000000
80.500,0.000000
80.600,0.000000
80.700,0.000000
80.800,0.000000
80.900,0.000000
81.000,0.000000
81.100,0.000000
81.200,0.000000
81.300,0.000000
81.400,0.000000
81.500,0.000000
81.600,0.000000
81.700,0.000000
