tempo,tensao
0.100,0.000000
0.200,0.000000
0.400,0.000000
0.500,0.000000
0.700,0.000000
0.800,0.000000
0.900,0.000000
1.000,0.000000
1.100,0.000000
1.200,0.000000
1.400,0.000000
1.500,0.000000
1.600,0.000000
1.700,0.000000
1.900,0.000000
2.000,0.000000
2.100,0.000000
2.200,0.000000
2.300,0.000000
2.400,0.000000
2.500,0.000000
2.600,0.000000
2.700,0.000000
2.900,0.000000
3.000,0.000000
3.100,0.000000
3.200,0.000000
3.300,0.000000
3.400,0.000000
3.500,0.000000
3.600,0.000000
3.700,0.000000
3.900,0.000000
4.000,0.000000
4.200,0.000000
4.300,0.000000
4.400,0.000000
4.500,0.000000
4.600,0.000000
4.700,0.000000
4.900,0.000000
5.000,0.000000
5.100,0.000000
5.200,0.000000
5.400,0.000000
5.500,0.000000
5.600,0.000000
5.700,0.000000
5.800,0.000000
5.900,0.000000
6.000,0.360000
6.100,0.695000
6.200,0.886250
6.400,0.979062
6.500,0.944766
6.600,0.928691
6.700,0.944346
6.800,1.003586
6.900,1.123397
7.000,1.190849
7.100,1.220425
7.200,1.250106
7.400,1.280027
7.500,1.298753
7.700,1.324688
7.800,1.332344
7.900,1.355586
8.000,1.371397
8.100,1.390349
8.200,1.400087
8.400,1.402522
8.500,1.428130
8.600,1.429533
8.700,1.429883
8.900,1.434971
9.000,1.443743
9.100,1.448436
9.200,1.457109
9.300,1.463554
9.400,1.480889
9.500,1.482722
9.600,1.486361
9.700,1.493181
9.900,1.495795
10.000,1.494474
10.100,1.503619
10.200,1.506809
10.300,1.508405
10.400,1.509601
10.500,1.529900
10.600,1.537475
10.700,1.539369
10.900,1.542342
11.000,1.548086
11.200,1.539521
11.300,1.547380
11.400,1.554345
11.500,1.563586
11.600,1.568397
11.700,1.582099
11.900,1.597762
12.000,1.606941
12.100,1.613470
12.200,1.616735
12.400,1.621684
12.500,1.627921
12.600,1.631980
12.700,1.630495
12.800,1.630248
12.900,1.632562
13.000,1.630640
13.100,1.635160
13.200,1.638790
13.400,1.634698
13.500,1.637349
13.600,1.634337
13.700,1.632169
13.800,1.635542
13.900,1.626386
14.000,1.628193
14.100,1.624548
14.200,1.618637
14.400,1.608580
14.500,1.614645
14.700,1.613661
14.800,1.621831
14.900,1.630458
15.000,1.625114
15.100,1.633779
15.200,1.643445
15.400,1.652931
15.500,1.653233
15.600,1.653308
15.700,1.668327
15.900,1.669164
16.000,1.674791
16.100,1.673698
16.200,1.670924
16.300,1.670462
16.400,1.670231
16.500,1.667558
16.600,1.664389
16.700,1.663597
16.900,1.668399
17.000,1.667100
17.100,1.661775
17.200,1.675887
17.300,1.677944
17.400,1.679486
17.500,1.679871
17.600,1.679968
17.700,1.677492
17.900,1.679373
18.000,1.678672
18.200,1.684668
18.300,1.682334
18.400,1.683083
18.500,1.686542
18.600,1.691635
18.700,1.690409
18.900,1.695051
19.000,1.698763
19.100,1.697191
19.200,1.699298
19.400,1.699824
19.500,1.699956
19.600,1.699989
19.700,1.699995
19.800,1.704997
19.900,1.706249
20.000,1.706562
20.100,1.704141
20.300,1.701035
20.400,1.702759
20.500,1.708190
20.600,1.709547
20.700,1.709774
20.800,1.709887
20.900,1.709972
21.000,1.709986
21.100,1.709996
21.200,1.702499
21.400,1.700625
21.500,1.701328
21.700,1.702832
21.800,1.700708
21.900,1.675177
22.000,1.548794
22.100,1.352199
22.200,1.241099
22.400,1.037637
22.500,0.699409
22.600,0.614705
22.800,0.231176
22.900,0.072794
23.000,0.018199
23.100,0.002275
23.300,0.000569
23.400,0.000142
23.500,0.000071
23.600,0.000018
23.700,0.000004
23.900,0.000001
24.000,0.000000
24.100,0.000000
24.200,0.000000
24.300,0.000000
24.400,0.000000
24.500,0.000000
24.600,0.000000
24.700,0.000000
24.900,0.000000
25.000,0.000000
25.200,0.000000
25.300,0.000000
25.400,0.000000
25.500,0.000000
25.600,0.000000
25.700,0.000000
25.900,0.000000
26.000,0.000000
26.100,0.000000
26.300,0.000000
26.400,0.000000
26.500,0.000000
26.600,0.000000
26.700,0.000000
26.800,0.000000
26.900,0.000000
27.000,0.000000
27.100,0.000000
27.200,0.000000
27.400,0.000000
27.500,0.000000
27.600,0.000000
27.700,0.000000
27.800,0.000000
27.900,0.000000
28.000,0.000000
28.100,0.000000
28.200,0.000000
28.400,0.000000
28.500,0.000000
28.700,0.000000
28.800,0.000000
28.900,0.000000
29.000,0.000000
29.100,0.000000
29.300,0.000000
29.400,0.000000
29.500,0.000000
29.600,0.000000
