tempo,tensao
37.300,1.899346
37.400,1.907337
37.500,1.911834
37.600,1.917959
37.700,1.921990
37.900,1.920249
38.000,1.920249
38.100,1.927562
38.200,1.921891
38.300,1.927973
38.400,1.939493
38.600,1.929873
38.700,1.927484
38.800,1.933742
38.900,1.935936
39.100,1.938984
39.200,1.939746
39.300,1.934873
39.400,1.941218
39.500,1.945305
39.600,1.941326
39.800,1.940332
39.900,1.953791
40.000,1.956896
40.100,1.959224
40.300,1.964806
40.400,1.968701
40.500,1.969351
40.600,1.972338
40.800,1.977792
40.900,1.984448
41.000,1.991112
41.100,1.995278
41.300,1.991320
41.400,1.995330
41.500,2.003832
41.600,2.008458
41.700,2.009229
41.800,2.009615
41.900,2.014807
42.000,2.016202
42.100,2.014050
42.300,2.018513
42.400,2.019628
42.500,2.023704
42.700,2.020926
42.800,2.028866
43.000,2.034716
43.100,2.033679
43.300,2.030460
43.400,2.037615
43.600,2.039404
43.700,2.047351
43.800,2.056838
43.900,2.053419
44.000,2.053355
44.100,2.068339
44.200,2.069585
44.300,2.074792
44.400,2.073698
44.600,2.070925
44.700,2.076366
44.800,2.076591
45.000,2.078296
45.100,2.074574
45.200,2.073643
45.300,2.078411
45.400,2.079801
45.600,2.079801
45.700,2.088725
45.800,2.082181
46.000,2.085545
46.100,2.094443
46.200,2.092222
46.300,2.098055
46.400,2.094028
46.500,2.096007
46.600,2.099002
46.800,2.099750
46.900,2.099938
47.000,2.107484
47.100,2.108742
47.200,2.104371
47.300,2.108593
47.400,2.112148
47.500,2.108037
47.600,2.109509
47.800,2.109877
47.900,2.109985
48.000,2.109992
48.200,2.109998
48.300,2.105000
48.400,2.108750
48.500,2.112187
48.700,2.118047
48.800,2.128506
48.900,2.129253
49.000,2.129813
49.100,2.129953
49.300,2.134988
49.400,2.142494
49.500,2.140312
49.600,2.140312
49.700,2.140078
49.800,2.140019
49.900,2.142505
50.000,2.140626
50.200,2.140157
50.300,2.145039
50.400,2.148760
50.500,2.149380
50.600,2.144690
50.700,2.148672
50.800,2.134668
50.900,2.127334
51.000,2.122167
51.200,2.105542
51.300,2.094443
51.400,2.087221
51.500,2.076805
51.700,2.066701
51.800,2.049175
51.900,2.044588
52.000,2.033647
52.200,2.026706
52.300,2.021676
52.400,2.017919
52.500,2.021980
52.700,2.020495
52.800,2.020124
52.900,2.020031
53.000,2.007508
53.100,2.007508
53.200,2.009377
53.300,2.009688
53.400,2.004922
53.500,2.001231
53.700,2.005154
53.800,2.003788
53.900,1.998447
54.000,1.998447
54.100,1.987112
54.200,1.959278
54.300,1.932319
54.400,1.926160
54.600,1.902020
54.700,1.908005
54.800,1.862001
54.900,1.833000
55.100,1.840750
55.200,1.867688
55.300,1.889422
55.400,1.899855
55.500,1.899928
55.600,1.899964
55.700,1.909991
55.800,1.914998
56.000,1.918749
56.100,1.934687
56.200,1.931172
56.300,1.930586
56.400,1.920146
56.500,1.910073
56.600,1.880018
56.700,1.855005
56.800,1.841251
57.000,1.820313
57.100,1.805078
57.200,1.793770
