tempo,forca
36.100,6.051000
36.200,6.074333
36.300,6.113000
36.400,6.141000
36.500,6.166000
36.600,6.166500
36.700,6.141000
36.800,6.219250
36.900,6.271500
37.000,6.233000
37.100,6.193500
37.200,6.180000
37.300,6.139500
37.400,6.052400
37.500,6.157200
37.600,6.265250
37.700,6.265667
37.800,6.316750
37.900,6.251500
38.000,6.239667
38.100,6.188000
38.200,6.267800
38.300,6.348000
38.400,6.347667
38.500,6.400500
38.600,6.348000
38.700,6.390500
38.800,6.395000
38.900,6.522222
39.000,6.669500
39.100,6.665000
39.200,6.719500
39.300,6.650667
39.400,6.656286
39.500,6.598333
39.600,6.663500
39.700,6.728000
39.800,6.766500
39.900,6.791500
40.000,6.766500
40.100,6.764667
40.200,6.683000
40.300,6.685000
40.400,6.760400
40.500,6.733200
40.600,6.738000
40.700,6.701333
40.800,6.733333
40.900,6.727400
41.000,6.809500
41.100,6.866750
41.200,6.961250
41.300,6.965333
41.400,7.090833
41.500,7.186000
41.600,7.184333
41.700,7.209000
41.800,7.145667
41.900,7.139000
42.000,7.205500
42.100,7.286500
42.200,7.339000
42.300,7.412400
42.400,7.491000
42.500,7.481000
42.600,7.549000
42.700,7.672800
42.800,7.724000
42.900,7.602167
43.000,7.615600
43.100,7.706333
43.200,7.684500
43.300,7.739000
43.400,7.788400
43.500,7.809500
43.600,7.836000
43.700,7.899667
43.800,7.871667
43.900,7.838000
44.000,7.823000
44.100,7.882667
44.200,7.760429
44.300,7.810750
44.400,7.937750
44.500,7.949500
44.600,7.963333
44.700,7.977000
44.800,8.057500
44.900,8.084500
45.000,8.176200
45.100,8.229333
45.200,8.223000
45.300,8.289500
45.400,8.355000
45.500,8.311750
45.600,8.298400
45.700,8.446333
45.800,8.563400
45.900,8.582500
46.000,8.593667
46.100,8.621400
46.200,8.599000
46.300,8.572000
46.400,8.585500
46.500,8.559250
46.600,8.466333
46.700,8.455500
46.800,8.493333
46.900,8.497000
47.000,8.562667
47.100,8.604000
47.200,8.585000
47.300,8.585000
47.400,8.598750
47.500,8.677000
47.600,8.691667
47.700,8.761500
47.800,8.750000
47.900,8.782000
48.000,8.776333
48.100,8.788000
48.200,8.828000
48.300,8.878333
48.400,8.973500
48.500,9.117714
48.600,9.195500
48.700,9.156000
48.800,9.141000
48.900,9.088500
49.000,9.098667
49.100,9.175667
49.200,9.162000
49.400,9.151000
49.500,9.180400
49.600,9.081857
49.700,8.961000
49.800,9.000333
49.900,9.053750
50.000,9.131429
50.100,9.254500
50.200,9.351000
50.300,9.328250
50.400,9.373667
50.500,9.466250
50.600,9.469333
50.700,9.571333
50.800,9.588250
50.900,9.618857
51.000,9.534000
51.100,9.606167
51.200,9.598800
51.300,9.580000
51.400,9.615000
51.500,9.602500
51.600,9.536400
51.700,9.460000
51.800,9.538000
51.900,9.557000
52.000,9.597500
52.100,9.498143
52.200,9.396667
52.300,9.235200
52.400,9.043750
52.500,9.053333
52.600,8.997000
52.700,8.713467
52.800,8.492000
52.900,8.492875
53.000,8.282143
53.100,8.136750
53.200,8.042000
53.300,7.897375
53.400,7.723400
53.500,7.605667
53.600,7.534500
53.700,7.494000
53.800,7.409200
53.900,7.328000
54.000,7.391667
54.100,7.431400
54.200,7.321333
54.300,7.332000
54.400,7.387500
54.500,7.300000
54.600,7.160071
54.700,7.299500
54.800,7.284750
54.900,7.251800
55.000,7.106444
55.100,7.148000
55.200,7.227667
55.300,7.175000
55.400,7.095200
55.500,6.984333
55.600,6.897545
55.700,6.752833
55.800,6.772667
55.900,6.594143
56.000,6.417333
56.100,6.202583
56.200,6.344857
56.300,6.156714
56.400,5.836750
56.500,5.908800
56.600,6.046200
56.700,6.043833
56.800,6.268500
56.900,6.317600
57.000,6.308833
57.100,6.202429
57.200,6.298000
57.300,6.325000
57.400,6.423500
57.500,6.478000
57.600,6.561600
57.700,6.475000
57.800,6.409500
57.900,6.372833
58.000,6.198286
58.100,6.014667
58.200,5.836000
58.300,5.634929
58.400,5.401200
58.500,5.284222
58.600,5.242500
58.700,5.403625
58.800,5.409714
58.900,5.482200
59.000,5.362333
59.100,5.157222
59.200,5.104750
59.300,5.117000
59.400,5.144000
59.500,5.105833
59.600,5.044000
59.700,4.883000
59.800,4.800833
59.900,4.936000
60.000,4.952750
60.100,5.028200
60.200,4.900571
60.300,4.792750
60.400,4.753700
60.500,4.531667
60.600,4.636400
60.700,4.560125
60.800,4.519000
60.900,4.499667
61.000,4.409400
61.100,4.391667
61.200,4.365500
61.300,4.432333
61.400,4.377600
61.500,4.411200
61.600,4.372833
61.700,4.348000
61.800,4.400500
61.900,4.455500
62.000,4.428000
62.100,4.368800
62.200,4.422571
62.300,4.322000
62.400,4.355600
62.500,4.281000
62.600,4.340333
62.700,4.262600
62.800,4.236375
62.900,4.152182
63.000,4.048500
63.100,3.895429
63.200,3.724800
63.300,3.598833
63.400,3.639000
63.500,3.568800
63.600,3.428400
63.700,3.304500
63.800,3.168833
63.900,3.056000
64.000,3.006800
64.100,2.957500
64.200,2.941333
64.300,2.848750
64.400,2.795500
64.500,2.756500
64.600,2.657667
64.700,2.629000
64.800,2.601000
64.900,2.532500
65.000,2.556500
65.100,2.509800
65.200,2.371500
65.300,2.334000
65.400,2.335667
65.500,2.322000
65.600,2.257667
65.700,2.273000
65.800,2.363800
65.900,2.308286
66.000,2.135500
66.100,2.188714
66.200,2.174857
66.300,1.998667
66.400,1.851800
66.500,1.848600
66.600,1.773667
66.700,1.788000
66.800,1.777000
66.900,1.832500
67.000,1.689167
67.100,1.411875
67.200,1.417000
67.300,1.276500
67.400,1.132000
67.500,1.110333
67.600,1.032000
67.700,0.872556
67.800,0.740000
67.900,0.614750
68.000,0.468333
68.100,0.417000
68.200,0.364000
68.300,0.297500
68.400,0.260000
68.500,0.238000
68.600,0.245500
68.700,0.180333
68.800,0.102000
68.900,0.050000
69.000,0.035000
69.100,0.032000
69.200,0.014000
69.300,0.008000
69.400,0.007000
69.500,0.005000
69.600,0.000000
69.700,0.000000
69.800,0.000000
69.900,0.000000
70.000,0.000000
70.100,0.000000
70.200,0.000000
70.300,0.000000
70.400,0.000000
70.500,0.000000
70.600,0.000000
70.700,0.000000
70.800,0.000000
70.900,0.000000
71.000,0.000000
71.100,0.000000
71.200,0.000000
71.300,0.000000
71.400,0.000000
71.500,0.000000
71.600,0.000000
71.700,0.000000
71.800,0.000000
71.900,0.000000
72.000,0.000000
72.100,0.000000
72.200,0.000000
72.300,0.000000
72.400,0.000000
72.500,0.000000
72.600,0.000000
72.700,0.000000
72.800,0.000000
72.900,0.000000
73.000,0.000000
73.100,0.000000
73.200,0.000000
73.300,0.000000
73.400,0.000000
73.500,0.000000
73.600,0.000000
73.700,0.000000
73.800,0.000000
73.900,0.000000
74.000,0.000000
74.100,0.000000
74.200,0.000000
74.300,0.000000
74.400,0.000000
74.500,0.000000
74.600,0.000000
74.700,0.000000
74.800,0.000000
74.900,0.000000
75.000,0.000000
75.100,0.000000
75.200,0.000000
75.300,0.000000
75.400,0.000000
75.500,0.000000
75.600,0.000000
75.700,0.000000
75.800,0.000000
75.900,0.000000
76.000,0.000000
76.100,0.000000
76.200,0.000000
76.300,0.000000
76.400,0.000000
76.500,0.000000
76.600,0.000000
76.700,0.000000
76.800,0.000000
76.900,0.000000
77.000,0.000000
77.100,0.000000
77.200,0.000000
77.300,0.000000
77.400,0.000000
