Deformação : Distância inicial Axial (Fonte de Deformação);"-20,000";
Dimensão : Altura da bigorna;"20,000";mm
Dimensão : Área;"304,805";mm^2
Máximo Esforço à compressiva : Carga compressivaemMáximo Esforço à compressiva;"8,286";N
Máximo Esforço à compressiva : Deformaçao compressivaemMáximo Esforço à compressiva;"1,219";%
Máximo Esforço à compressiva : EnergiaemMáximo Esforço à compressiva;"0,001";J
Máximo Esforço à compressiva : Máximo Esforço à compressiva;"0,027";MPa
Máximo Esforço à compressiva : Extensão compressivaemMáximo Esforço à compressiva;"0,244";mm
Máximo Esforço à compressiva : TempoemMáximo Esforço à compressiva;"7,31200";sec
Máximo Extensão compressiva : Carga compressivaemMáximo Extensão compressiva;"0,000";N
Máximo Extensão compressiva : Deformaçao compressivaemMáximo Extensão compressiva;"2,017";%
Máximo Extensão compressiva : EnergiaemMáximo Extensão compressiva;"0,001";J
Máximo Extensão compressiva : Máximo Extensão compressiva;"0,403";mm
Máximo Extensão compressiva : TempoemMáximo Extensão compressiva;"12,10200";sec
Módulo (Automático) : Módulo (Automático);"12,345";MPa

Tempo;Extensão;Carga;Deformaçao compressiva;Esforço à compressiva;Extensão compressiva;Carga compressiva
(sec);(mm);(N);(mm/mm);(MPa);(mm);(N)
"6,57400";"-0,21905";"-7,78591";"0,011";"0,026";"0,219";"7,786"
"6,59000";"-0,21964";"-7,75891";"0,011";"0,025";"0,220";"7,759"
"6,64000";"-0,22136";"-7,73183";"0,011";"0,025";"0,221";"7,732"
"6,68600";"-0,22286";"-7,75805";"0,011";"0,025";"0,223";"7,758"
"6,74400";"-0,22495";"-7,78550";"0,011";"0,026";"0,225";"7,786"
"6,75600";"-0,22532";"-7,81189";"0,011";"0,026";"0,225";"7,812"
"6,76600";"-0,22564";"-7,84005";"0,011";"0,026";"0,226";"7,840"
"6,77800";"-0,22596";"-7,86888";"0,011";"0,026";"0,226";"7,869"
"6,82200";"-0,22736";"-7,89407";"0,011";"0,026";"0,227";"7,894"
"6,85200";"-0,22827";"-7,92172";"0,011";"0,026";"0,228";"7,922"
"6,87200";"-0,22896";"-7,94886";"0,011";"0,026";"0,229";"7,949"
"6,95600";"-0,23180";"-7,97583";"0,012";"0,026";"0,232";"7,976"
"6,96600";"-0,23212";"-8,00228";"0,012";"0,026";"0,232";"8,002"
"6,97800";"-0,23255";"-8,03146";"0,012";"0,026";"0,233";"8,031"
"7,01600";"-0,23389";"-8,05666";"0,012";"0,026";"0,234";"8,057"
"7,03600";"-0,23464";"-8,08206";"0,012";"0,027";"0,235";"8,082"
"7,05400";"-0,23529";"-8,10720";"0,012";"0,027";"0,235";"8,107"
"7,11400";"-0,23711";"-8,13282";"0,012";"0,027";"0,237";"8,133"
"7,21400";"-0,24048";"-8,12560";"0,012";"0,027";"0,240";"8,126"
"7,24800";"-0,24161";"-8,15107";"0,012";"0,027";"0,242";"8,151"
"7,26000";"-0,24198";"-8,17659";"0,012";"0,027";"0,242";"8,177"
"7,27200";"-0,24236";"-8,20303";"0,012";"0,027";"0,242";"8,203"
"7,28400";"-0,24279";"-8,23073";"0,012";"0,027";"0,243";"8,231"
"7,29600";"-0,24316";"-8,26032";"0,012";"0,027";"0,243";"8,260"
"7,31200";"-0,24375";"-8,28583";"0,012";"0,027";"0,244";"8,286"
"7,33400";"-0,24455";"-8,25752";"0,012";"0,027";"0,245";"8,258"
"7,34200";"-0,24487";"-8,23039";"0,012";"0,027";"0,245";"8,230"
"7,35000";"-0,24514";"-8,19791";"0,012";"0,027";"0,245";"8,198"
"7,35600";"-0,24536";"-8,17164";"0,012";"0,027";"0,245";"8,172"
"7,36200";"-0,24552";"-8,14529";"0,012";"0,027";"0,246";"8,145"
"7,36800";"-0,24573";"-8,12023";"0,012";"0,027";"0,246";"8,120"
"7,37600";"-0,24595";"-8,09054";"0,012";"0,027";"0,246";"8,091"
"7,38600";"-0,24627";"-8,06218";"0,012";"0,026";"0,246";"8,062"
"7,40200";"-0,24675";"-8,03632";"0,012";"0,026";"0,247";"8,036"
"7,42000";"-0,24729";"-8,00999";"0,012";"0,026";"0,247";"8,010"
"7,43600";"-0,24777";"-7,98129";"0,012";"0,026";"0,248";"7,981"
"7,45400";"-0,24836";"-7,95500";"0,012";"0,026";"0,248";"7,955"
"7,55400";"-0,25179";"-7,92786";"0,013";"0,026";"0,252";"7,928"
"7,57200";"-0,25237";"-7,89916";"0,013";"0,026";"0,252";"7,899"
"7,58400";"-0,25275";"-7,87233";"0,013";"0,026";"0,253";"7,872"
"7,59400";"-0,25307";"-7,84130";"0,013";"0,026";"0,253";"7,841"
"7,60000";"-0,25329";"-7,81577";"0,013";"0,026";"0,253";"7,816"
"7,60600";"-0,25350";"-7,78236";"0,013";"0,026";"0,253";"7,782"
"7,61000";"-0,25361";"-7,75444";"0,013";"0,025";"0,254";"7,754"
"7,61400";"-0,25377";"-7,72110";"0,013";"0,025";"0,254";"7,721"
"7,61800";"-0,25393";"-7,68151";"0,013";"0,025";"0,254";"7,682"
"7,62200";"-0,25409";"-7,63487";"0,013";"0,025";"0,254";"7,635"
"7,62400";"-0,25414";"-7,60864";"0,013";"0,025";"0,254";"7,609"
"7,62600";"-0,25420";"-7,58035";"0,013";"0,025";"0,254";"7,580"
"7,62800";"-0,25430";"-7,54990";"0,013";"0,025";"0,254";"7,550"
"7,63000";"-0,25436";"-7,51718";"0,013";"0,025";"0,254";"7,517"
"7,63200";"-0,25446";"-7,48212";"0,013";"0,025";"0,254";"7,482"
"7,63400";"-0,25452";"-7,44461";"0,013";"0,024";"0,255";"7,445"
"7,63600";"-0,25462";"-7,40456";"0,013";"0,024";"0,255";"7,405"
"7,63800";"-0,25468";"-7,36189";"0,013";"0,024";"0,255";"7,362"
"7,64000";"-0,25473";"-7,31653";"0,013";"0,024";"0,255";"7,317"
"7,64200";"-0,25484";"-7,26843";"0,013";"0,024";"0,255";"7,268"
"7,64400";"-0,25489";"-7,21756";"0,013";"0,024";"0,255";"7,218"
"7,64600";"-0,25495";"-7,16392";"0,013";"0,024";"0,255";"7,164"
"7,64800";"-0,25505";"-7,10755";"0,013";"0,023";"0,255";"7,108"
"7,65000";"-0,25511";"-7,04851";"0,013";"0,023";"0,255";"7,049"
"7,65200";"-0,25521";"-6,98691";"0,013";"0,023";"0,255";"6,987"
"7,65400";"-0,25527";"-6,92284";"0,013";"0,023";"0,255";"6,923"
"7,65600";"-0,25532";"-6,85644";"0,013";"0,022";"0,255";"6,856"
"7,65800";"-0,25543";"-6,78783";"0,013";"0,022";"0,255";"6,788"
"7,66000";"-0,25548";"-6,71714";"0,013";"0,022";"0,255";"6,717"
"7,66200";"-0,25554";"-6,64450";"0,013";"0,022";"0,256";"6,645"
"7,66400";"-0,25559";"-6,57006";"0,013";"0,022";"0,256";"6,570"
"7,66600";"-0,25570";"-6,49396";"0,013";"0,021";"0,256";"6,494"
"7,66800";"-0,25575";"-6,41635";"0,013";"0,021";"0,256";"6,416"
"7,67000";"-0,25580";"-6,33731";"0,013";"0,021";"0,256";"6,337"
"7,67200";"-0,25586";"-6,25693";"0,013";"0,021";"0,256";"6,257"
"7,67400";"-0,25591";"-6,17528";"0,013";"0,020";"0,256";"6,175"
"7,67600";"-0,25602";"-6,09243";"0,013";"0,020";"0,256";"6,092"
"7,67800";"-0,25607";"-6,00844";"0,013";"0,020";"0,256";"6,008"
"7,68000";"-0,25612";"-5,92334";"0,013";"0,019";"0,256";"5,923"
"7,68200";"-0,25618";"-5,83716";"0,013";"0,019";"0,256";"5,837"
"7,68400";"-0,25623";"-5,74989";"0,013";"0,019";"0,256";"5,750"
"7,68600";"-0,25629";"-5,66153";"0,013";"0,019";"0,256";"5,662"
"7,68800";"-0,25634";"-5,57207";"0,013";"0,018";"0,256";"5,572"
"7,69000";"-0,25639";"-5,48150";"0,013";"0,018";"0,256";"5,482"
"7,69200";"-0,25645";"-5,38980";"0,013";"0,018";"0,256";"5,390"
"7,69400";"-0,25655";"-5,29690";"0,013";"0,017";"0,257";"5,297"
"7,69600";"-0,25661";"-5,20274";"0,013";"0,017";"0,257";"5,203"
"7,69800";"-0,25666";"-5,10717";"0,013";"0,017";"0,257";"5,107"
"7,70000";"-0,25671";"-5,01007";"0,013";"0,016";"0,257";"5,010"
"7,70200";"-0,25677";"-4,91136";"0,013";"0,016";"0,257";"4,911"
"7,70400";"-0,25682";"-4,81098";"0,013";"0,016";"0,257";"4,811"
"7,70600";"-0,25687";"-4,70897";"0,013";"0,015";"0,257";"4,709"
"7,70800";"-0,25693";"-4,60537";"0,013";"0,015";"0,257";"4,605"
"7,71000";"-0,25698";"-4,50033";"0,013";"0,015";"0,257";"4,500"
"7,71200";"-0,25704";"-4,39399";"0,013";"0,014";"0,257";"4,394"
"7,71400";"-0,25709";"-4,28651";"0,013";"0,014";"0,257";"4,287"
"7,71600";"-0,25720";"-4,17802";"0,013";"0,014";"0,257";"4,178"
"7,71800";"-0,25725";"-4,06864";"0,013";"0,013";"0,257";"4,069"
"7,72000";"-0,25730";"-3,95853";"0,013";"0,013";"0,257";"3,959"
"7,72200";"-0,25736";"-3,84788";"0,013";"0,013";"0,257";"3,848"
"7,72400";"-0,25741";"-3,73687";"0,013";"0,012";"0,257";"3,737"
"7,72600";"-0,25746";"-3,62569";"0,013";"0,012";"0,257";"3,626"
"7,72800";"-0,25752";"-3,51457";"0,013";"0,012";"0,258";"3,515"
"7,73000";"-0,25762";"-3,40372";"0,013";"0,011";"0,258";"3,404"
"7,73200";"-0,25768";"-3,29333";"0,013";"0,011";"0,258";"3,293"
"7,73400";"-0,25773";"-3,18363";"0,013";"0,010";"0,258";"3,184"
"7,73600";"-0,25779";"-3,07482";"0,013";"0,010";"0,258";"3,075"
"7,73800";"-0,25784";"-2,96715";"0,013";"0,010";"0,258";"2,967"
"7,74000";"-0,25789";"-2,86080";"0,013";"0,009";"0,258";"2,861"
"7,74200";"-0,25795";"-2,75595";"0,013";"0,009";"0,258";"2,756"
"7,74400";"-0,25805";"-2,65280";"0,013";"0,009";"0,258";"2,653"
"7,74600";"-0,25811";"-2,55150";"0,013";"0,008";"0,258";"2,552"
"7,74800";"-0,25816";"-2,45222";"0,013";"0,008";"0,258";"2,452"
"7,75000";"-0,25821";"-2,35511";"0,013";"0,008";"0,258";"2,355"
"7,75200";"-0,25827";"-2,26033";"0,013";"0,007";"0,258";"2,260"
"7,75400";"-0,25832";"-2,16805";"0,013";"0,007";"0,258";"2,168"
"7,75600";"-0,25843";"-2,07843";"0,013";"0,007";"0,258";"2,078"
"7,75800";"-0,25848";"-1,99161";"0,013";"0,007";"0,258";"1,992"
"7,76000";"-0,25854";"-1,90770";"0,013";"0,006";"0,259";"1,908"
"7,76200";"-0,25859";"-1,82675";"0,013";"0,006";"0,259";"1,827"
"7,76400";"-0,25870";"-1,74881";"0,013";"0,006";"0,259";"1,749"
"7,76600";"-0,25875";"-1,67387";"0,013";"0,005";"0,259";"1,674"
"7,76800";"-0,25880";"-1,60189";"0,013";"0,005";"0,259";"1,602"
"7,77000";"-0,25886";"-1,53284";"0,013";"0,005";"0,259";"1,533"
"7,77200";"-0,25896";"-1,46665";"0,013";"0,005";"0,259";"1,467"
"7,77400";"-0,25902";"-1,40329";"0,013";"0,005";"0,259";"1,403"
"7,77600";"-0,25907";"-1,34275";"0,013";"0,004";"0,259";"1,343"
"7,77800";"-0,25918";"-1,28501";"0,013";"0,004";"0,259";"1,285"
"7,78000";"-0,25923";"-1,22970";"0,013";"0,004";"0,259";"1,230"
"7,78200";"-0,25929";"-1,17621";"0,013";"0,004";"0,259";"1,176"
"7,78400";"-0,25934";"-1,12450";"0,013";"0,004";"0,259";"1,125"
"7,78600";"-0,25945";"-1,07528";"0,013";"0,004";"0,259";"1,075"
"7,78800";"-0,25950";"-1,02862";"0,013";"0,003";"0,259";"1,029"
"7,79000";"-0,25955";"-0,98364";"0,013";"0,003";"0,260";"0,984"
"7,79200";"-0,25966";"-0,93992";"0,013";"0,003";"0,260";"0,940"
"7,79400";"-0,25971";"-0,89786";"0,013";"0,003";"0,260";"0,898"
"7,79600";"-0,25982";"-0,85752";"0,013";"0,003";"0,260";"0,858"
"7,79800";"-0,25987";"-0,81850";"0,013";"0,003";"0,260";"0,818"
"7,80000";"-0,25993";"-0,78071";"0,013";"0,003";"0,260";"0,781"
"7,80200";"-0,26004";"-0,74433";"0,013";"0,002";"0,260";"0,744"
"7,80400";"-0,26009";"-0,70926";"0,013";"0,002";"0,260";"0,709"
"7,80600";"-0,26014";"-0,67544";"0,013";"0,002";"0,260";"0,675"
"7,80800";"-0,26025";"-0,64291";"0,013";"0,002";"0,260";"0,643"
"7,81000";"-0,26030";"-0,61160";"0,013";"0,002";"0,260";"0,612"
"7,81200";"-0,26036";"-0,58140";"0,013";"0,002";"0,260";"0,581"
"7,81400";"-0,26046";"-0,55228";"0,013";"0,002";"0,260";"0,552"
"7,81600";"-0,26052";"-0,52411";"0,013";"0,002";"0,261";"0,524"
"7,81800";"-0,26057";"-0,49666";"0,013";"0,002";"0,261";"0,497"
"7,82000";"-0,26068";"-0,46985";"0,013";"0,002";"0,261";"0,470"
"7,82200";"-0,26073";"-0,44379";"0,013";"0,001";"0,261";"0,444"
"7,82400";"-0,26079";"-0,41842";"0,013";"0,001";"0,261";"0,418"
"7,82800";"-0,26095";"-0,36942";"0,013";"0,001";"0,261";"0,369"
"7,83200";"-0,26105";"-0,32280";"0,013";"0,001";"0,261";"0,323"
"7,83600";"-0,26121";"-0,27851";"0,013";"0,001";"0,261";"0,279"
"7,84000";"-0,26137";"-0,23682";"0,013";"0,001";"0,261";"0,237"
"7,84400";"-0,26148";"-0,19779";"0,013";"0,001";"0,261";"0,198"
"7,84800";"-0,26159";"-0,16201";"0,013";"0,001";"0,262";"0,162"
"7,85200";"-0,26175";"-0,12958";"0,013";"0,000";"0,262";"0,130"
"7,85600";"-0,26186";"-0,10070";"0,013";"0,000";"0,262";"0,101"
"7,86000";"-0,26196";"-0,07554";"0,013";"0,000";"0,262";"0,076"
"7,86600";"-0,26218";"-0,04465";"0,013";"0,000";"0,262";"0,045"
"7,87400";"-0,26245";"-0,01568";"0,013";"0,000";"0,262";"0,016"
"7,89000";"-0,26298";"0,00946";"0,013";"0,000";"0,263";"-0,009"
"7,99000";"-0,26646";"-0,00021";"0,013";"0,000";"0,266";"0,000"
"8,09000";"-0,26957";"0,00015";"0,013";"0,000";"0,270";"0,000"
"8,19000";"-0,27289";"0,00017";"0,014";"0,000";"0,273";"0,000"
"8,29000";"-0,27648";"0,00011";"0,014";"0,000";"0,276";"0,000"
"8,39000";"-0,27959";"0,00008";"0,014";"0,000";"0,280";"0,000"
"8,49000";"-0,28296";"0,00008";"0,014";"0,000";"0,283";"0,000"
"8,59000";"-0,28650";"0,00016";"0,014";"0,000";"0,286";"0,000"
"8,69000";"-0,28955";"0,00004";"0,014";"0,000";"0,290";"0,000"
"8,79000";"-0,29298";"0,00001";"0,015";"0,000";"0,293";"0,000"
"8,89000";"-0,29652";"0,00000";"0,015";"0,000";"0,297";"0,000"
"8,99000";"-0,29952";"0,00003";"0,015";"0,000";"0,300";"0,000"
"9,09000";"-0,30295";"-0,00007";"0,015";"0,000";"0,303";"0,000"
"9,19000";"-0,30648";"-0,00006";"0,015";"0,000";"0,306";"0,000"
"9,29000";"-0,30954";"0,00004";"0,015";"0,000";"0,310";"0,000"
"9,39000";"-0,31296";"-0,00001";"0,016";"0,000";"0,313";"0,000"
"9,49000";"-0,31650";"-0,00002";"0,016";"0,000";"0,316";"0,000"
"9,59000";"-0,31961";"-0,00002";"0,016";"0,000";"0,320";"0,000"
"9,69000";"-0,32298";"-0,00006";"0,016";"0,000";"0,323";"0,000"
"9,79000";"-0,32646";"-0,00010";"0,016";"0,000";"0,326";"0,000"
"9,89000";"-0,32962";"-0,00014";"0,016";"0,000";"0,330";"0,000"
"9,99000";"-0,33300";"-0,00012";"0,017";"0,000";"0,333";"0,000"
"10,09000";"-0,33643";"-0,00024";"0,017";"0,000";"0,336";"0,000"
"10,19000";"-0,33959";"-0,00018";"0,017";"0,000";"0,340";"0,000"
"10,29000";"-0,34302";"-0,00021";"0,017";"0,000";"0,343";"0,000"
"10,39000";"-0,34639";"-0,00020";"0,017";"0,000";"0,346";"0,000"
"10,49000";"-0,34961";"-0,00017";"0,017";"0,000";"0,350";"0,000"
"10,59000";"-0,35298";"-0,00015";"0,018";"0,000";"0,353";"0,000"
"10,69000";"-0,35636";"-0,00010";"0,018";"0,000";"0,356";"0,000"
"10,79000";"-0,35957";"-0,00019";"0,018";"0,000";"0,360";"0,000"
"10,89000";"-0,36305";"-0,00028";"0,018";"0,000";"0,363";"0,000"
"10,99000";"-0,36632";"-0,00021";"0,018";"0,000";"0,366";"0,000"
"11,09000";"-0,36959";"-0,00027";"0,018";"0,000";"0,370";"0,000"
"11,19000";"-0,37302";"-0,00032";"0,019";"0,000";"0,373";"0,000"
"11,29000";"-0,37639";"-0,00028";"0,019";"0,000";"0,376";"0,000"
"11,39000";"-0,37966";"-0,00023";"0,019";"0,000";"0,380";"0,000"
"11,49000";"-0,38298";"-0,00031";"0,019";"0,000";"0,383";"0,000"
"11,59000";"-0,38630";"-0,00027";"0,019";"0,000";"0,386";"0,000"
"11,69000";"-0,38962";"-0,00020";"0,019";"0,000";"0,390";"0,000"
"11,79000";"-0,39300";"-0,00030";"0,020";"0,000";"0,393";"0,000"
"11,89000";"-0,39632";"-0,00034";"0,020";"0,000";"0,396";"0,000"
"11,99000";"-0,39964";"-0,00037";"0,020";"0,000";"0,400";"0,000"
"12,09000";"-0,40296";"-0,00035";"0,020";"0,000";"0,403";"0,000"
"12,10200";"-0,40339";"-0,00025";"0,020";"0,000";"0,403";"0,000"
