Deformação : Distância inicial Axial (Fonte de Deformação);"-19,999";mm
Dimensão : Altura da bigorna;"20,000";mm
Dimensão : Área;"304,805";mm^2
Máximo Esforço à compressiva : Carga compressivaemMáximo Esforço à compressiva;"4,686";N
Máximo Esforço à compressiva : Deformaçao compressivaemMáximo Esforço à compressiva;"3,861";%
Máximo Esforço à compressiva : EnergiaemMáximo Esforço à compressiva;"0,001";J
Máximo Esforço à compressiva : Máximo Esforço à compressiva;"0,015";MPa
Máximo Esforço à compressiva : Extensão compressivaemMáximo Esforço à compressiva;"0,772";mm
Máximo Esforço à compressiva : TempoemMáximo Esforço à compressiva;"46,33000";sec
Máximo Extensão compressiva : Carga compressivaemMáximo Extensão compressiva;"0,000";N
Máximo Extensão compressiva : Deformaçao compressivaemMáximo Extensão compressiva;"6,813";%
Máximo Extensão compressiva : EnergiaemMáximo Extensão compressiva;"0,002";J
Máximo Extensão compressiva : Máximo Extensão compressiva;"1,362";mm
Máximo Extensão compressiva : TempoemMáximo Extensão compressiva;"81,74800";sec
Módulo (Automático) : Módulo (Automático);"3,074";MPa

Tempo;Extensão;Carga;Deformaçao compressiva;Esforço à compressiva;Extensão compressiva;Carga compressiva
(sec);(mm);(N);(mm/mm);(MPa);(mm);(N)
"51,29400";"-0,85607";"-2,53918";"0,043";"0,008";"0,855";"2,539"
"51,35800";"-0,85720";"-2,51145";"0,043";"0,008";"0,856";"2,511"
"51,37200";"-0,85746";"-2,48621";"0,043";"0,008";"0,856";"2,486"
"51,38800";"-0,85779";"-2,45955";"0,043";"0,008";"0,856";"2,460"
"51,41200";"-0,85821";"-2,43259";"0,043";"0,008";"0,857";"2,433"
"51,43000";"-0,85854";"-2,40550";"0,043";"0,008";"0,857";"2,406"
"51,44800";"-0,85880";"-2,37938";"0,043";"0,008";"0,858";"2,379"
"51,47000";"-0,85912";"-2,35327";"0,043";"0,008";"0,858";"2,353"
"51,48600";"-0,85934";"-2,32574";"0,043";"0,008";"0,858";"2,326"
"51,50000";"-0,85950";"-2,29757";"0,043";"0,008";"0,858";"2,298"
"51,52600";"-0,85993";"-2,27165";"0,043";"0,007";"0,859";"2,272"
"51,62600";"-0,86159";"-2,26309";"0,043";"0,007";"0,860";"2,263"
"51,67800";"-0,86250";"-2,23796";"0,043";"0,007";"0,861";"2,238"
"51,69600";"-0,86282";"-2,21203";"0,043";"0,007";"0,862";"2,212"
"51,71000";"-0,86304";"-2,18457";"0,043";"0,007";"0,862";"2,185"
"51,72400";"-0,86330";"-2,15736";"0,043";"0,007";"0,862";"2,157"
"51,76200";"-0,86400";"-2,13207";"0,043";"0,007";"0,863";"2,132"
"51,84800";"-0,86534";"-2,15858";"0,043";"0,007";"0,864";"2,159"
"51,94800";"-0,86700";"-2,17575";"0,043";"0,007";"0,866";"2,176"
"51,98800";"-0,86775";"-2,15041";"0,043";"0,007";"0,866";"2,150"
"52,00800";"-0,86818";"-2,12382";"0,043";"0,007";"0,867";"2,124"
"52,06200";"-0,86904";"-2,09723";"0,043";"0,007";"0,868";"2,097"
"52,08200";"-0,86930";"-2,07041";"0,043";"0,007";"0,868";"2,070"
"52,18200";"-0,87080";"-2,07222";"0,043";"0,007";"0,870";"2,072"
"52,28200";"-0,87257";"-2,06301";"0,044";"0,007";"0,871";"2,063"
"52,30400";"-0,87295";"-2,03690";"0,044";"0,007";"0,872";"2,037"
"52,33000";"-0,87343";"-2,01188";"0,044";"0,007";"0,872";"2,012"
"52,41400";"-0,87482";"-1,98480";"0,044";"0,007";"0,874";"1,985"
"52,43600";"-0,87514";"-1,95882";"0,044";"0,006";"0,874";"1,959"
"52,53600";"-0,87680";"-1,95576";"0,044";"0,006";"0,876";"1,956"
"52,63600";"-0,87862";"-1,94466";"0,044";"0,006";"0,877";"1,945"
"52,66200";"-0,87905";"-1,91856";"0,044";"0,006";"0,878";"1,919"
"52,73400";"-0,88007";"-1,89325";"0,044";"0,006";"0,879";"1,893"
"52,77800";"-0,88077";"-1,86744";"0,044";"0,006";"0,879";"1,867"
"52,87800";"-0,88248";"-1,86761";"0,044";"0,006";"0,881";"1,868"
"52,97800";"-0,88425";"-1,84892";"0,044";"0,006";"0,883";"1,849"
"53,01400";"-0,88484";"-1,82391";"0,044";"0,006";"0,884";"1,824"
"53,04200";"-0,88527";"-1,79747";"0,044";"0,006";"0,884";"1,797"
"53,06400";"-0,88559";"-1,77230";"0,044";"0,006";"0,884";"1,772"
"53,12000";"-0,88650";"-1,74679";"0,044";"0,006";"0,885";"1,747"
"53,22000";"-0,88832";"-1,72038";"0,044";"0,006";"0,887";"1,720"
"53,24600";"-0,88880";"-1,69454";"0,044";"0,006";"0,888";"1,695"
"53,33800";"-0,89014";"-1,66814";"0,044";"0,005";"0,889";"1,668"
"53,36200";"-0,89052";"-1,64101";"0,044";"0,005";"0,889";"1,641"
"53,41000";"-0,89127";"-1,61503";"0,045";"0,005";"0,890";"1,615"
"53,43800";"-0,89175";"-1,58983";"0,045";"0,005";"0,890";"1,590"
"53,50400";"-0,89287";"-1,56373";"0,045";"0,005";"0,892";"1,564"
"53,60400";"-0,89470";"-1,56044";"0,045";"0,005";"0,893";"1,560"
"53,66200";"-0,89561";"-1,53509";"0,045";"0,005";"0,894";"1,535"
"53,74000";"-0,89684";"-1,50943";"0,045";"0,005";"0,896";"1,509"
"53,84000";"-0,89871";"-1,50017";"0,045";"0,005";"0,897";"1,500"
"53,86800";"-0,89920";"-1,47389";"0,045";"0,005";"0,898";"1,474"
"53,96800";"-0,90064";"-1,46898";"0,045";"0,005";"0,899";"1,469"
"54,02800";"-0,90161";"-1,44243";"0,045";"0,005";"0,900";"1,442"
"54,05800";"-0,90209";"-1,41725";"0,045";"0,005";"0,901";"1,417"
"54,12800";"-0,90327";"-1,39185";"0,045";"0,005";"0,902";"1,392"
"54,22800";"-0,90509";"-1,41031";"0,045";"0,005";"0,904";"1,410"
"54,32800";"-0,90664";"-1,41924";"0,045";"0,005";"0,905";"1,419"
"54,42800";"-0,90841";"-1,39818";"0,045";"0,005";"0,907";"1,398"
"54,52800";"-0,91007";"-1,40463";"0,045";"0,005";"0,909";"1,405"
"54,57200";"-0,91066";"-1,43018";"0,045";"0,005";"0,909";"1,430"
"54,65400";"-0,91205";"-1,40398";"0,046";"0,005";"0,911";"1,404"
"54,68400";"-0,91254";"-1,37797";"0,046";"0,005";"0,911";"1,378"
"54,73200";"-0,91334";"-1,35091";"0,046";"0,004";"0,912";"1,351"
"54,75800";"-0,91382";"-1,32464";"0,046";"0,004";"0,913";"1,325"
"54,85800";"-0,91554";"-1,32435";"0,046";"0,004";"0,914";"1,324"
"54,95800";"-0,91714";"-1,31612";"0,046";"0,004";"0,916";"1,316"
"54,98600";"-0,91762";"-1,29085";"0,046";"0,004";"0,916";"1,291"
"55,04600";"-0,91875";"-1,26528";"0,046";"0,004";"0,917";"1,265"
"55,10400";"-0,91977";"-1,23894";"0,046";"0,004";"0,918";"1,239"
"55,12400";"-0,92004";"-1,21203";"0,046";"0,004";"0,919";"1,212"
"55,22400";"-0,92154";"-1,22509";"0,046";"0,004";"0,920";"1,225"
"55,27000";"-0,92229";"-1,19926";"0,046";"0,004";"0,921";"1,199"
"55,29400";"-0,92271";"-1,17311";"0,046";"0,004";"0,921";"1,173"
"55,39400";"-0,92443";"-1,15116";"0,046";"0,004";"0,923";"1,151"
"55,44200";"-0,92529";"-1,17659";"0,046";"0,004";"0,924";"1,177"
"55,50400";"-0,92630";"-1,15060";"0,046";"0,004";"0,925";"1,151"
"55,53200";"-0,92679";"-1,12443";"0,046";"0,004";"0,925";"1,124"
"55,63200";"-0,92845";"-1,11044";"0,046";"0,004";"0,927";"1,110"
"55,73200";"-0,93021";"-1,10955";"0,046";"0,004";"0,929";"1,110"
"55,83200";"-0,93166";"-1,10153";"0,047";"0,004";"0,930";"1,102"
"55,93200";"-0,93332";"-1,08275";"0,047";"0,004";"0,932";"1,083"
"56,01600";"-0,93482";"-1,05729";"0,047";"0,003";"0,934";"1,057"
"56,11600";"-0,93654";"-1,03877";"0,047";"0,003";"0,935";"1,039"
"56,21600";"-0,93814";"-1,03873";"0,047";"0,003";"0,937";"1,039"
"56,28200";"-0,93937";"-1,01301";"0,047";"0,003";"0,938";"1,013"
"56,34200";"-0,94039";"-0,98791";"0,047";"0,003";"0,939";"0,988"
"56,37200";"-0,94082";"-0,96228";"0,047";"0,003";"0,940";"0,962"
"56,47200";"-0,94232";"-0,98297";"0,047";"0,003";"0,941";"0,983"
"56,57200";"-0,94404";"-1,00142";"0,047";"0,003";"0,943";"1,001"
"56,67200";"-0,94580";"-1,00084";"0,047";"0,003";"0,945";"1,001"
"56,71800";"-0,94655";"-1,02635";"0,047";"0,003";"0,945";"1,026"
"56,80200";"-0,94789";"-1,05176";"0,047";"0,003";"0,947";"1,052"
"56,90200";"-0,94966";"-1,05399";"0,047";"0,003";"0,948";"1,054"
"56,97200";"-0,95084";"-1,02878";"0,047";"0,003";"0,950";"1,029"
"57,07200";"-0,95234";"-1,02353";"0,048";"0,003";"0,951";"1,024"
"57,10200";"-0,95282";"-0,99763";"0,048";"0,003";"0,952";"0,998"
"57,19400";"-0,95443";"-0,97216";"0,048";"0,003";"0,953";"0,972"
"57,29400";"-0,95614";"-0,95679";"0,048";"0,003";"0,955";"0,957"
"57,33000";"-0,95668";"-0,98254";"0,048";"0,003";"0,955";"0,983"
"57,39400";"-0,95775";"-0,95734";"0,048";"0,003";"0,956";"0,957"
"57,49400";"-0,95946";"-0,93985";"0,048";"0,003";"0,958";"0,940"
"57,59400";"-0,96118";"-0,91760";"0,048";"0,003";"0,960";"0,918"
"57,63400";"-0,96177";"-0,94314";"0,048";"0,003";"0,960";"0,943"
"57,71600";"-0,96305";"-0,91803";"0,048";"0,003";"0,962";"0,918"
"57,77800";"-0,96412";"-0,89206";"0,048";"0,003";"0,963";"0,892"
"57,80000";"-0,96450";"-0,86639";"0,048";"0,003";"0,963";"0,866"
"57,82600";"-0,96498";"-0,84069";"0,048";"0,003";"0,964";"0,841"
"57,86200";"-0,96557";"-0,81424";"0,048";"0,003";"0,964";"0,814"
"57,89200";"-0,96611";"-0,78785";"0,048";"0,003";"0,965";"0,788"
"57,97600";"-0,96745";"-0,81308";"0,048";"0,003";"0,966";"0,813"
"58,07600";"-0,96916";"-0,79981";"0,048";"0,003";"0,968";"0,800"
"58,17600";"-0,97093";"-0,78686";"0,048";"0,003";"0,970";"0,787"
"58,23200";"-0,97173";"-0,81233";"0,049";"0,003";"0,970";"0,812"
"58,26400";"-0,97221";"-0,83794";"0,049";"0,003";"0,971";"0,838"
"58,36400";"-0,97387";"-0,85836";"0,049";"0,003";"0,973";"0,858"
"58,46400";"-0,97564";"-0,84082";"0,049";"0,003";"0,974";"0,841"
"58,55200";"-0,97709";"-0,81499";"0,049";"0,003";"0,976";"0,815"
"58,65200";"-0,97870";"-0,79749";"0,049";"0,003";"0,977";"0,797"
"58,75200";"-0,98057";"-0,78680";"0,049";"0,003";"0,979";"0,787"
"58,85200";"-0,98207";"-0,78080";"0,049";"0,003";"0,981";"0,781"
"58,90600";"-0,98287";"-0,75567";"0,049";"0,002";"0,982";"0,756"
"59,00600";"-0,98459";"-0,73474";"0,049";"0,002";"0,983";"0,735"
"59,10600";"-0,98636";"-0,71584";"0,049";"0,002";"0,985";"0,716"
"59,12800";"-0,98673";"-0,68972";"0,049";"0,002";"0,985";"0,690"
"59,14800";"-0,98705";"-0,66392";"0,049";"0,002";"0,986";"0,664"
"59,24800";"-0,98866";"-0,64759";"0,049";"0,002";"0,987";"0,648"
"59,29000";"-0,98941";"-0,67397";"0,049";"0,002";"0,988";"0,674"
"59,30800";"-0,98973";"-0,69993";"0,049";"0,002";"0,988";"0,700"
"59,38400";"-0,99112";"-0,67454";"0,049";"0,002";"0,990";"0,675"
"59,45000";"-0,99204";"-0,64858";"0,050";"0,002";"0,991";"0,649"
"59,47600";"-0,99241";"-0,62243";"0,050";"0,002";"0,991";"0,622"
"59,53200";"-0,99332";"-0,59722";"0,050";"0,002";"0,992";"0,597"
"59,57000";"-0,99396";"-0,62247";"0,050";"0,002";"0,993";"0,622"
"59,61000";"-0,99466";"-0,64790";"0,050";"0,002";"0,993";"0,648"
"59,68000";"-0,99589";"-0,67382";"0,050";"0,002";"0,995";"0,674"
"59,77200";"-0,99745";"-0,70062";"0,050";"0,002";"0,996";"0,701"
"59,87200";"-0,99905";"-0,69034";"0,050";"0,002";"0,998";"0,690"
"59,97200";"-1,00093";"-0,70484";"0,050";"0,002";"1,000";"0,705"
"60,07200";"-1,00237";"-0,72836";"0,050";"0,002";"1,001";"0,728"
"60,12800";"-1,00323";"-0,70264";"0,050";"0,002";"1,002";"0,703"
"60,22800";"-1,00500";"-0,69402";"0,050";"0,002";"1,004";"0,694"
"60,32800";"-1,00671";"-0,69727";"0,050";"0,002";"1,005";"0,697"
"60,42800";"-1,00832";"-0,71349";"0,050";"0,002";"1,007";"0,713"
"60,48800";"-1,00934";"-0,68715";"0,050";"0,002";"1,008";"0,687"
"60,54400";"-1,01030";"-0,66165";"0,050";"0,002";"1,009";"0,662"
"60,62400";"-1,01170";"-0,68816";"0,051";"0,002";"1,010";"0,688"
"60,65400";"-1,01218";"-0,71391";"0,051";"0,002";"1,011";"0,714"
"60,69400";"-1,01271";"-0,73913";"0,051";"0,002";"1,011";"0,739"
"60,79400";"-1,01437";"-0,72606";"0,051";"0,002";"1,013";"0,726"
"60,81800";"-1,01480";"-0,70070";"0,051";"0,002";"1,014";"0,701"
"60,83800";"-1,01512";"-0,67325";"0,051";"0,002";"1,014";"0,673"
"60,85600";"-1,01545";"-0,64778";"0,051";"0,002";"1,014";"0,648"
"60,87200";"-1,01571";"-0,62162";"0,051";"0,002";"1,014";"0,622"
"60,97200";"-1,01748";"-0,62899";"0,051";"0,002";"1,016";"0,629"
"61,01600";"-1,01818";"-0,65476";"0,051";"0,002";"1,017";"0,655"
"61,11600";"-1,01979";"-0,63047";"0,051";"0,002";"1,018";"0,630"
"61,14600";"-1,02032";"-0,60371";"0,051";"0,002";"1,019";"0,604"
"61,24600";"-1,02209";"-0,59242";"0,051";"0,002";"1,021";"0,592"
"61,34600";"-1,02359";"-0,59884";"0,051";"0,002";"1,022";"0,599"
"61,44600";"-1,02525";"-0,59276";"0,051";"0,002";"1,024";"0,593"
"61,49600";"-1,02611";"-0,56639";"0,051";"0,002";"1,025";"0,566"
"61,57800";"-1,02755";"-0,54093";"0,051";"0,002";"1,026";"0,541"
"61,60800";"-1,02804";"-0,51550";"0,051";"0,002";"1,027";"0,516"
"61,70800";"-1,02964";"-0,50979";"0,051";"0,002";"1,028";"0,510"
"61,80800";"-1,03146";"-0,50924";"0,052";"0,002";"1,030";"0,509"
"61,90800";"-1,03302";"-0,49578";"0,052";"0,002";"1,032";"0,496"
"62,00800";"-1,03462";"-0,51888";"0,052";"0,002";"1,033";"0,519"
"62,07800";"-1,03580";"-0,54424";"0,052";"0,002";"1,035";"0,544"
"62,17600";"-1,03752";"-0,57051";"0,052";"0,002";"1,036";"0,571"
"62,27600";"-1,03912";"-0,56423";"0,052";"0,002";"1,038";"0,564"
"62,37600";"-1,04084";"-0,56871";"0,052";"0,002";"1,040";"0,569"
"62,46200";"-1,04239";"-0,59389";"0,052";"0,002";"1,041";"0,594"
"62,56200";"-1,04384";"-0,57813";"0,052";"0,002";"1,043";"0,578"
"62,66200";"-1,04550";"-0,56154";"0,052";"0,002";"1,044";"0,562"
"62,73600";"-1,04679";"-0,53640";"0,052";"0,002";"1,045";"0,536"
"62,83600";"-1,04855";"-0,53218";"0,052";"0,002";"1,047";"0,532"
"62,93600";"-1,05011";"-0,52262";"0,052";"0,002";"1,049";"0,523"
"63,03600";"-1,05193";"-0,52642";"0,053";"0,002";"1,051";"0,526"
"63,13600";"-1,05348";"-0,51939";"0,053";"0,002";"1,052";"0,519"
"63,23600";"-1,05509";"-0,52694";"0,053";"0,002";"1,054";"0,527"
"63,27000";"-1,05568";"-0,50066";"0,053";"0,002";"1,054";"0,501"
"63,35200";"-1,05707";"-0,47559";"0,053";"0,002";"1,056";"0,476"
"63,45200";"-1,05879";"-0,47230";"0,053";"0,002";"1,057";"0,472"
"63,49400";"-1,05943";"-0,49844";"0,053";"0,002";"1,058";"0,498"
"63,58800";"-1,06104";"-0,47329";"0,053";"0,002";"1,060";"0,473"
"63,64000";"-1,06200";"-0,44705";"0,053";"0,001";"1,061";"0,447"
"63,67000";"-1,06254";"-0,42187";"0,053";"0,001";"1,061";"0,422"
"63,77000";"-1,06398";"-0,41918";"0,053";"0,001";"1,063";"0,419"
"63,80400";"-1,06452";"-0,44461";"0,053";"0,001";"1,063";"0,445"
"63,88800";"-1,06596";"-0,47046";"0,053";"0,002";"1,065";"0,470"
"63,91000";"-1,06634";"-0,49665";"0,053";"0,002";"1,065";"0,497"
"63,99400";"-1,06779";"-0,47114";"0,053";"0,002";"1,066";"0,471"
"64,02000";"-1,06821";"-0,44570";"0,053";"0,001";"1,067";"0,446"
"64,11401";"-1,06971";"-0,42036";"0,053";"0,001";"1,068";"0,420"
"64,13800";"-1,07014";"-0,39363";"0,053";"0,001";"1,069";"0,394"
"64,23801";"-1,07196";"-0,41400";"0,054";"0,001";"1,071";"0,414"
"64,33000";"-1,07341";"-0,44014";"0,054";"0,001";"1,072";"0,440"
"64,43000";"-1,07496";"-0,42564";"0,054";"0,001";"1,074";"0,426"
"64,50000";"-1,07614";"-0,39984";"0,054";"0,001";"1,075";"0,400"
"64,60001";"-1,07796";"-0,38960";"0,054";"0,001";"1,077";"0,390"
"64,70000";"-1,07957";"-0,39390";"0,054";"0,001";"1,078";"0,394"
"64,74600";"-1,08027";"-0,41988";"0,054";"0,001";"1,079";"0,420"
"64,78200";"-1,08086";"-0,44566";"0,054";"0,001";"1,080";"0,446"
"64,81200";"-1,08139";"-0,47209";"0,054";"0,002";"1,080";"0,472"
"64,87200";"-1,08257";"-0,49729";"0,054";"0,002";"1,081";"0,497"
"64,97200";"-1,08407";"-0,47890";"0,054";"0,002";"1,083";"0,479"
"65,00400";"-1,08450";"-0,45357";"0,054";"0,001";"1,083";"0,454"
"65,03400";"-1,08504";"-0,42764";"0,054";"0,001";"1,084";"0,428"
"65,12200";"-1,08654";"-0,40239";"0,054";"0,001";"1,085";"0,402"
"65,22200";"-1,08830";"-0,38295";"0,054";"0,001";"1,087";"0,383"
"65,32201";"-1,08991";"-0,37986";"0,054";"0,001";"1,089";"0,380"
"65,42200";"-1,09157";"-0,39641";"0,055";"0,001";"1,090";"0,396"
"65,47000";"-1,09248";"-0,36991";"0,055";"0,001";"1,091";"0,370"
"65,49600";"-1,09296";"-0,34469";"0,055";"0,001";"1,092";"0,345"
"65,59600";"-1,09441";"-0,35819";"0,055";"0,001";"1,093";"0,358"
"65,69601";"-1,09607";"-0,37307";"0,055";"0,001";"1,095";"0,373"
"65,74800";"-1,09698";"-0,34806";"0,055";"0,001";"1,096";"0,348"
"65,84800";"-1,09875";"-0,34698";"0,055";"0,001";"1,097";"0,347"
"65,94801";"-1,10030";"-0,35416";"0,055";"0,001";"1,099";"0,354"
"66,04801";"-1,10202";"-0,33862";"0,055";"0,001";"1,101";"0,339"
"66,14800";"-1,10379";"-0,35351";"0,055";"0,001";"1,102";"0,354"
"66,18800";"-1,10432";"-0,37971";"0,055";"0,001";"1,103";"0,380"
"66,28800";"-1,10593";"-0,38943";"0,055";"0,001";"1,105";"0,389"
"66,38600";"-1,10759";"-0,36400";"0,055";"0,001";"1,106";"0,364"
"66,48600";"-1,10930";"-0,34563";"0,055";"0,001";"1,108";"0,346"
"66,56201";"-1,11054";"-0,37116";"0,055";"0,001";"1,109";"0,371"
"66,66200";"-1,11230";"-0,38405";"0,056";"0,001";"1,111";"0,384"
"66,76200";"-1,11402";"-0,39290";"0,056";"0,001";"1,113";"0,393"
"66,86200";"-1,11552";"-0,40495";"0,056";"0,001";"1,114";"0,405"
"66,96201";"-1,11718";"-0,39284";"0,056";"0,001";"1,116";"0,393"
"67,06201";"-1,11895";"-0,39345";"0,056";"0,001";"1,118";"0,393"
"67,14800";"-1,12034";"-0,36831";"0,056";"0,001";"1,119";"0,368"
"67,24800";"-1,12200";"-0,35613";"0,056";"0,001";"1,121";"0,356"
"67,34800";"-1,12382";"-0,36070";"0,056";"0,001";"1,123";"0,361"
"67,44801";"-1,12527";"-0,34213";"0,056";"0,001";"1,124";"0,342"
"67,54801";"-1,12698";"-0,33808";"0,056";"0,001";"1,126";"0,338"
"67,64800";"-1,12870";"-0,36433";"0,056";"0,001";"1,127";"0,364"
"67,74800";"-1,13036";"-0,35805";"0,056";"0,001";"1,129";"0,358"
"67,84800";"-1,13202";"-0,36119";"0,057";"0,001";"1,131";"0,361"
"67,94801";"-1,13384";"-0,36063";"0,057";"0,001";"1,133";"0,361"
"68,04801";"-1,13529";"-0,33901";"0,057";"0,001";"1,134";"0,339"
"68,14800";"-1,13695";"-0,32408";"0,057";"0,001";"1,136";"0,324"
"68,24800";"-1,13866";"-0,32464";"0,057";"0,001";"1,137";"0,325"
"68,34800";"-1,14043";"-0,30595";"0,057";"0,001";"1,139";"0,306"
"68,44801";"-1,14204";"-0,31079";"0,057";"0,001";"1,141";"0,311"
"68,54801";"-1,14386";"-0,30580";"0,057";"0,001";"1,143";"0,306"
"68,60800";"-1,14477";"-0,28043";"0,057";"0,001";"1,143";"0,280"
"68,70800";"-1,14627";"-0,28546";"0,057";"0,001";"1,145";"0,285"
"68,80801";"-1,14793";"-0,28789";"0,057";"0,001";"1,147";"0,288"
"68,90401";"-1,14964";"-0,31305";"0,057";"0,001";"1,148";"0,313"
"69,00401";"-1,15130";"-0,30730";"0,058";"0,001";"1,150";"0,307"
"69,09800";"-1,15286";"-0,33300";"0,058";"0,001";"1,152";"0,333"
"69,19801";"-1,15468";"-0,35560";"0,058";"0,001";"1,153";"0,356"
"69,29801";"-1,15612";"-0,36312";"0,058";"0,001";"1,155";"0,363"
"69,39800";"-1,15779";"-0,34691";"0,058";"0,001";"1,156";"0,347"
"69,49800";"-1,15955";"-0,33013";"0,058";"0,001";"1,158";"0,330"
"69,59800";"-1,16121";"-0,34707";"0,058";"0,001";"1,160";"0,347"
"69,66400";"-1,16223";"-0,32149";"0,058";"0,001";"1,161";"0,321"
"69,76400";"-1,16405";"-0,30905";"0,058";"0,001";"1,163";"0,309"
"69,86401";"-1,16561";"-0,32249";"0,058";"0,001";"1,164";"0,322"
"69,96401";"-1,16721";"-0,30218";"0,058";"0,001";"1,166";"0,302"
"69,99600";"-1,16775";"-0,27692";"0,058";"0,001";"1,166";"0,277"
"70,09600";"-1,16946";"-0,27835";"0,058";"0,001";"1,168";"0,278"
"70,19601";"-1,17112";"-0,28586";"0,058";"0,001";"1,170";"0,286"
"70,25601";"-1,17209";"-0,26041";"0,059";"0,001";"1,171";"0,260"
"70,35600";"-1,17386";"-0,27960";"0,059";"0,001";"1,173";"0,280"
"70,42800";"-1,17514";"-0,30505";"0,059";"0,001";"1,174";"0,305"
"70,48000";"-1,17589";"-0,28005";"0,059";"0,001";"1,175";"0,280"
"70,58000";"-1,17745";"-0,28850";"0,059";"0,001";"1,176";"0,289"
"70,68000";"-1,17921";"-0,29369";"0,059";"0,001";"1,178";"0,294"
"70,78001";"-1,18093";"-0,29188";"0,059";"0,001";"1,180";"0,292"
"70,88001";"-1,18248";"-0,30740";"0,059";"0,001";"1,181";"0,307"
"70,98000";"-1,18430";"-0,31171";"0,059";"0,001";"1,183";"0,312"
"71,08000";"-1,18591";"-0,29075";"0,059";"0,001";"1,185";"0,291"
"71,18000";"-1,18746";"-0,29188";"0,059";"0,001";"1,186";"0,292"
"71,28001";"-1,18918";"-0,29069";"0,059";"0,001";"1,188";"0,291"
"71,38001";"-1,19095";"-0,30355";"0,059";"0,001";"1,190";"0,304"
"71,48000";"-1,19250";"-0,29668";"0,060";"0,001";"1,191";"0,297"
"71,58000";"-1,19432";"-0,28388";"0,060";"0,001";"1,193";"0,284"
"71,63001";"-1,19523";"-0,25821";"0,060";"0,001";"1,194";"0,258"
"71,73000";"-1,19668";"-0,25348";"0,060";"0,001";"1,195";"0,253"
"71,83000";"-1,19834";"-0,25370";"0,060";"0,001";"1,197";"0,254"
"71,93000";"-1,20005";"-0,24492";"0,060";"0,001";"1,199";"0,245"
"72,03001";"-1,20177";"-0,25057";"0,060";"0,001";"1,200";"0,251"
"72,13001";"-1,20337";"-0,24967";"0,060";"0,001";"1,202";"0,250"
"72,23000";"-1,20520";"-0,25848";"0,060";"0,001";"1,204";"0,258"
"72,33000";"-1,20664";"-0,26019";"0,060";"0,001";"1,205";"0,260"
"72,43000";"-1,20830";"-0,27774";"0,060";"0,001";"1,207";"0,278"
"72,53001";"-1,21007";"-0,26136";"0,060";"0,001";"1,209";"0,261"
"72,63001";"-1,21173";"-0,28598";"0,061";"0,001";"1,210";"0,286"
"72,73000";"-1,21334";"-0,27161";"0,061";"0,001";"1,212";"0,272"
"72,83000";"-1,21521";"-0,25723";"0,061";"0,001";"1,214";"0,257"
"72,93000";"-1,21671";"-0,26428";"0,061";"0,001";"1,215";"0,264"
"73,03001";"-1,21827";"-0,27110";"0,061";"0,001";"1,217";"0,271"
"73,13001";"-1,22004";"-0,26478";"0,061";"0,001";"1,219";"0,265"
"73,23000";"-1,22175";"-0,26310";"0,061";"0,001";"1,220";"0,263"
"73,31201";"-1,22304";"-0,23737";"0,061";"0,001";"1,222";"0,237"
"73,41200";"-1,22486";"-0,21732";"0,061";"0,001";"1,224";"0,217"
"73,51200";"-1,22646";"-0,24152";"0,061";"0,001";"1,225";"0,242"
"73,61201";"-1,22796";"-0,25010";"0,061";"0,001";"1,227";"0,250"
"73,68401";"-1,22920";"-0,27537";"0,061";"0,001";"1,228";"0,275"
"73,70600";"-1,22957";"-0,30096";"0,061";"0,001";"1,228";"0,301"
"73,76801";"-1,23070";"-0,32732";"0,061";"0,001";"1,229";"0,327"
"73,79601";"-1,23123";"-0,35320";"0,062";"0,001";"1,230";"0,353"
"73,87000";"-1,23241";"-0,38015";"0,062";"0,001";"1,231";"0,380"
"73,89001";"-1,23268";"-0,40756";"0,062";"0,001";"1,231";"0,408"
"73,95800";"-1,23380";"-0,43276";"0,062";"0,001";"1,233";"0,433"
"74,05801";"-1,23568";"-0,41046";"0,062";"0,001";"1,234";"0,410"
"74,11800";"-1,23659";"-0,38446";"0,062";"0,001";"1,235";"0,384"
"74,16801";"-1,23729";"-0,35864";"0,062";"0,001";"1,236";"0,359"
"74,25000";"-1,23862";"-0,33237";"0,062";"0,001";"1,237";"0,332"
"74,35001";"-1,24034";"-0,31812";"0,062";"0,001";"1,239";"0,318"
"74,39600";"-1,24114";"-0,29289";"0,062";"0,001";"1,240";"0,293"
"74,49201";"-1,24275";"-0,26780";"0,062";"0,001";"1,241";"0,268"
"74,59200";"-1,24441";"-0,28406";"0,062";"0,001";"1,243";"0,284"
"74,69200";"-1,24623";"-0,26969";"0,062";"0,001";"1,245";"0,270"
"74,75800";"-1,24720";"-0,24363";"0,062";"0,001";"1,246";"0,244"
"74,82601";"-1,24821";"-0,21857";"0,062";"0,001";"1,247";"0,219"
"74,92600";"-1,24993";"-0,20145";"0,062";"0,001";"1,249";"0,201"
"75,02600";"-1,25170";"-0,19898";"0,063";"0,001";"1,250";"0,199"
"75,12601";"-1,25330";"-0,19290";"0,063";"0,001";"1,252";"0,193"
"75,22601";"-1,25502";"-0,17212";"0,063";"0,001";"1,254";"0,172"
"75,32601";"-1,25679";"-0,15974";"0,063";"0,001";"1,255";"0,160"
"75,42600";"-1,25823";"-0,17968";"0,063";"0,001";"1,257";"0,180"
