tempo,tensao,forca
1.1,0.7,1
1.2,0.1,2
1.3,1.15,3
1.4,1.3,4
1.5,1.45,6
1.6,1.52,8
1.7,1.65,10
#MODEL,rational_q
#COEFFICIENTS,-0.2037977799047528,0.8700569836874243,-1.950209596830602,6.579563189156649
