Voltage,Angle
1.125001268322296,180.0
1.1312987620313117,181.0
1.130324690507828,181.0
1.1300811726269568,181.0
1.1300202931567391,181.0
1.1300050732891846,181.0
1.128750317080574,181.0
1.1407801925009884,182.0
1.135195048125247,182.0
1.1356452192145374,185.0
1.1389113048036341,185.0
1.1397278262009083,185.0
1.1399319565502268,185.0
1.1412940297303908,186.0
1.1403235074325977,186.0
1.1425808768581494,186.0
1.1449829891375567,186.0
1.1431207700039532,186.0
1.1471875792701436,186.0
1.1507044756862572,188.0
1.1503522378431286,188.0
1.1463122025207455,188.0
1.1606333019727217,189.0
1.16007916274659,189.0
1.1600197906866474,189.0
1.1528179027450292,189.0
1.1524830800158132,189.0
1.1452488100829825,189.0
1.1465780506301864,189.0
1.1499996951824372,189.0
1.1625332078908879,190.0
1.183745747284389,190.0
1.1509952403319308,190.0
1.1499987807297485,190.0
1.1424999237956093,190.0
1.1441445126575465,191.0
1.1415024766876605,191.0
1.1403756191719152,191.0
1.1400939047929786,191.0
1.1499951229189938,191.0
1.1481249809489023,191.0
1.1470312452372255,191.0
1.1492578113093064,191.0
1.1496289056546531,191.0
1.1424072264136633,191.0
1.1481018066034157,191.0
1.1497627258254268,191.0
1.1499406814563566,191.0
1.1499962925910223,191.0
1.1499990731477556,191.0
1.1499997682869387,191.0
1.1499999420717346,191.0
1.1499999710358673,191.0
1.1424999927589667,191.0
1.1440624990948707,191.0
1.1485156247737176,191.0
1.1496289061934293,191.0
1.1499072265483572,191.0
1.1449768066370893,191.0
1.1487442016592722,191.0
1.149686050414818,191.0
1.1499215126037043,191.0
1.1499607563018521,191.0
1.1424901890754628,191.0
1.1481225472688656,191.0
1.149765318408608,191.0
1.165066415781776,192.0
1.1825049476716618,192.0
1.1612716109801164,192.0
1.1589171210120508,192.0
1.1597292802530128,192.0
1.1599323200632532,192.0
1.1539809613277239,192.0
1.1485361281643867,192.0
1.1440396270025683,192.0
1.146009906750642,192.0
1.1400234761982446,192.0
1.1499804916759748,192.0
1.149985170364089,192.0
1.1742506100336705,193.0
1.1710626525084176,193.0
1.1702656631271044,193.0
1.1650864439204658,193.0
1.1556684840482028,193.0
1.1446340320410966,193.0
1.146158508010274,193.0
1.145005869049561,193.0
1.1499219667038993,193.0
1.1770024401346824,194.0
1.1942968948175359,194.0
1.1487514672623902,194.0
1.149375733631195,194.0
1.1703457756818634,195.0
1.1860195210774598,196.0
1.1713831027274533,196.0
1.172673936192811,196.0
1.1659238453108962,196.0
1.1940780843098397,197.0
1.1755324109098135,197.0
1.1736953812435857,197.0
1.1821296436392543,198.0
1.1931836273088505,199.0
1.1907959068272125,199.0
1.2001815262056512,199.0
1.200045381551413,199.0
1.1900048938919803,199.0
1.1900003058682487,199.0
1.1900000764670622,199.0
1.2406262369179155,199.0
1.187037149114035,199.0
1.2368728736421946,199.0
1.190198976706803,200.0
1.1875248720883502,200.0
1.1943812180220874,200.0
1.2007261048226057,200.0
1.1950113453878533,200.0
1.1912528363469632,200.0
1.1903132090867408,200.0
1.1900783022716852,200.0
1.1900195755679213,200.0
1.190001223472995,200.0
1.1975000191167655,200.0
1.1963123372393594,200.0
1.180695744771244,200.0
1.2027345092354023,201.0
1.2027345092354023,201.0
1.205808838580845,201.0
1.2052493489574378,202.0
1.2116176771616898,203.0
1.1981485964561396,203.0
1.210938036941609,204.0
1.210938036941609,204.0
1.251095304505522,204.0
1.2955476522527611,204.0
1.2418750047791913,205.0
1.3160742237043839,205.0
1.1847815249743432,205.0
1.2137521477664364,206.0
1.2137521477664364,206.0
1.216470708646759,206.0
1.2258828345870358,207.0
1.2062971929122792,207.0
1.209126099897373,207.0
1.2250085910657456,208.0
1.2250085910657456,208.0
1.2209973958297513,208.0
1.315156559229479,208.0
1.2027829790849762,208.0
1.230068728525966,210.0
1.2300171821314914,210.0
1.23219931283091,211.0
1.2302749141038638,211.0
1.326484375597399,212.0
1.2319947916595027,212.0
1.226504399589492,212.0
1.2251887716491165,213.0
1.4312891398073697,215.0
1.3592182184105486,215.0
1.2311319163399053,215.0
1.3527738261263806,216.0
1.2435313383481434,217.0
1.2460175983579678,217.0
1.24797916663801,218.0
1.2607550865964665,218.0
1.4540185559260959,218.0
1.2619166665520396,219.0
1.3691210938993499,220.0
1.284070393431871,221.0
1.4222802734748374,223.0
1.2776666662081584,223.0
1.306281573727484,223.0
1.472304554602637,224.0
1.3041253533925738,225.0
1.2845276653596212,227.0
1.3251262949099352,227.0
1.4163869130631903,229.0
1.4555700683687092,229.0
1.548504638981524,229.0
1.35050517963974,229.0
1.5203222849518425,230.0
1.3313333296652663,231.0
1.4627850341843547,232.0
1.3230203463858667,232.0
1.37202071855896,232.0
1.375333318661065,233.0
1.3481106614384846,233.0
1.4806962585460886,234.0
1.517674064636522,236.0
1.4013332746442597,236.0
1.398082874235839,236.0
1.5650805712379605,237.0
1.5695483641328989,238.0
1.4020813855434664,238.0
1.4253330985770392,239.0
1.4583255421738657,239.0
1.5990380693253297,240.0
1.444662993886713,240.0
1.4065014135702958,241.0
1.4733021686954624,241.0
1.5494185161591305,242.0
1.5971261597453812,242.0
1.5825402856189803,243.0
1.4864173495637008,243.0
1.459325987773426,243.0
1.4960056542811828,245.0
1.5624273145198915,245.0
1.495669398254803,245.0
1.4124426457539383,245.0
1.4613323943081575,246.0
1.6272595173313325,246.0
1.575606828629973,247.0
1.613135071404745,247.0
1.6198870910332248,248.0
1.5226775930192125,248.0
1.5989017071574931,249.0
1.5053295772326305,249.0
1.6366418839255932,249.0
1.6342815399363453,249.0
1.4973039510937043,249.0
1.6493148793328332,250.0
1.652471772758306,251.0
1.6516604709813982,251.0
1.535355186038425,251.0
1.6585703849840863,251.0
1.529215804374817,251.0
1.6172254267893733,252.0
1.6665589715947882,253.0
1.541318308930522,253.0
1.6704151177453497,253.0
1.6573287198332083,253.0
1.5468632174992678,253.0
1.6318063566973433,254.0
1.681832179958302,254.0
1.499770583015753,254.0
1.6671425962460216,254.0
1.557452869997071,254.0
1.554022617124731,255.0
1.6776037794363372,255.0
1.6767856490615052,255.0
1.676639742898697,256.0
1.6579515891743357,256.0
1.5652732357220875,256.0
1.5881646641260245,256.0
1.679159935724674,257.0
1.6160904684989246,257.0
1.5810929428883504,257.0
1.679400944859084,257.0
1.5614207441536996,257.0
1.7029580449895754,257.0
1.6026586565040981,257.0
1.6883482061326882,257.0
1.5796229599765685,257.0
1.6797899839311685,258.0
1.667447495982792,258.0
1.658723747991396,258.0
1.6639757945871678,258.0
1.674850236214771,258.0
1.6712125590536928,258.0
1.6678031397634232,258.0
1.6639015698817117,258.0
1.7032395112473937,258.0
1.6153173130081964,258.0
1.5984918399062735,258.0
1.6892376962352138,259.0
1.6791549389059242,259.0
1.6723943673632404,259.0
1.66559859184081,259.0
1.6663996479602026,259.0
1.6350770081311436,259.0
1.6312692520327858,259.0
1.6970870515331722,259.0
1.6139673596250934,259.0
1.663493948646792,260.0
1.6758734871616978,260.0
1.6043717715534016,260.0
1.6973094240588034,260.0
1.6966197556236968,260.0
1.6940999119900506,260.0
1.677756244499378,260.0
1.6644390611248445,260.0
1.6503080325245751,260.0
1.6919841858952123,261.0
1.6647283794281509,261.0
1.6437624098168007,261.0
1.6359406024542,261.0
1.6489851506135498,261.0
1.5856829766147986,261.0
1.6810249779975126,261.0
1.663609765281211,261.0
1.6668048826406054,261.0
1.706771762883293,261.0
1.625869438500374,261.0
1.702996046473803,262.0
1.6489135177126042,262.0
1.6993273560147006,262.0
1.6948318390036752,262.0
1.698707959750919,262.0
1.6921769899377297,262.0
1.6852721237422161,262.0
1.6763180309355539,262.0
1.673322438466736,262.0
1.6607942282752606,262.0
1.6644925753067747,262.0
1.6254638129183885,262.0
1.6608506103300757,262.0
1.667712652582519,262.0
1.6694281631456298,262.0
1.6698570407864075,262.0
1.662464260196602,262.0
1.7091929407208233,262.0
1.7095964703604116,262.0
1.6434777540014962,262.0
1.7007490116184507,263.0
1.6951872529046126,263.0
1.696296813226153,263.0
1.683159015467777,263.0
1.6732897538669442,263.0
1.6708306096166838,263.0
1.6627076524041708,263.0
1.6631769131010428,263.0
1.660198557068815,263.0
1.6550496392672036,263.0
1.678061571913347,263.0
1.6973991175901029,263.0
1.6993497793975259,263.0
1.6998374448493814,263.0
1.6469555080029923,263.0
1.6990742033065382,264.0
1.6937210688533293,264.0
1.690465133606666,264.0
1.6826162834016665,264.0
1.6656540708504166,264.0
1.6773641897140754,264.0
1.6795153929783369,264.0
1.6882217097519108,264.0
1.6999187224246906,264.0
1.6949898403030863,264.0
1.6906237300378857,264.0
1.6901559325094713,264.0
1.6850389831273678,264.0
1.688759745781842,264.0
1.6793798728909208,264.0
1.68234496822273,264.0
1.6848803901284801,264.0
1.68030502438303,264.0
1.6712881280478786,264.0
1.6578220320119696,264.0
1.6997685508266347,265.0
1.6948842754133173,265.0
1.672378848244584,265.0
1.683094712061146,265.0
1.6857736780152863,265.0
1.6895554274379776,265.0
1.6897777137189887,265.0
1.684944428429747,265.0
1.6887361071074367,265.0
1.6618552516735536,265.0
1.6880862420556824,265.0
1.6895215605139207,265.0
1.6812200975321199,265.0
1.6884205237142593,266.0
1.6374870862136057,266.0
1.6896840267768591,266.0
1.6874210066942148,266.0
1.697105130928565,267.0
1.7035525654642825,267.0
1.6966940706830353,268.0
1.6991735176707587,268.0
1.6997933794176898,268.0
1.6899483448544226,268.0
#COEFFICIENTS,-106.3905409180154,433.2734103191648,-166.5585521505356
