tempo,tensao
0.100,0.000000
0.200,0.000000
0.300,0.000000
0.400,0.000000
0.500,0.000000
0.700,0.000000
0.800,0.000000
0.900,0.000000
1.000,0.000000
1.100,0.000000
1.200,0.000000
1.300,0.000000
1.400,0.000000
1.500,0.000000
1.600,0.000000
1.700,0.000000
1.900,0.000000
2.000,0.000000
2.100,0.000000
2.200,0.000000
2.300,0.000000
2.400,0.000000
2.500,0.000000
2.600,0.000000
2.700,0.000000
2.800,0.000000
2.900,0.000000
3.100,0.000000
3.200,0.000000
3.300,0.000000
3.400,0.000000
3.500,0.000000
3.600,0.000000
3.700,0.000000
3.800,0.000000
3.900,0.000000
4.000,0.000000
4.200,0.000000
4.300,0.000000
4.400,0.000000
4.500,0.000000
4.600,0.000000
4.700,0.000000
4.800,0.000000
4.900,0.000000
5.000,0.000000
5.100,0.000000
5.200,0.000000
5.300,0.000000
5.500,0.000000
5.600,0.000000
5.700,0.000000
5.800,0.000000
5.900,0.000000
6.000,0.000000
6.100,0.000000
6.200,0.000000
6.400,0.000000
6.500,0.000000
6.600,0.000000
6.700,0.000000
6.800,0.000000
7.100,0.000000
7.300,0.000000
7.400,0.000000
7.500,0.000000
7.700,0.000000
7.800,0.000000
7.900,0.000000
8.000,0.000000
8.100,0.000000
8.200,0.000000
8.300,0.000000
8.400,0.000000
8.500,0.000000
8.700,0.000000
8.800,0.000000
8.900,0.000000
9.000,0.000000
9.100,0.000000
9.200,0.000000
9.300,0.000000
9.400,0.000000
9.500,0.000000
9.600,0.000000
9.700,0.000000
9.800,0.000000
10.000,0.000000
10.100,0.000000
10.200,0.000000
10.300,0.000000
10.400,0.000000
10.500,0.000000
10.600,0.000000
10.700,0.000000
10.800,0.000000
10.900,0.000000
11.100,0.000000
11.200,1.720000
11.300,1.935000
11.400,1.946250
11.500,2.426563
11.600,0.879141
11.700,0.219785
11.800,0.109893
11.900,0.027473
12.000,0.006868
12.200,0.398434
12.300,2.037109
12.400,2.533554
12.500,3.005889
12.600,3.113972
12.700,2.575993
12.800,0.643998
12.900,0.321999
13.000,0.040250
13.100,0.020125
13.200,0.005031
13.400,0.001258
13.500,0.000629
13.600,0.000314
13.700,0.000079
13.800,0.000020
13.900,0.000005
14.000,0.000001
14.100,0.000000
14.200,0.000000
14.300,0.000000
14.400,0.000000
14.500,0.000000
14.700,0.000000
14.800,0.000000
