tempo,tensao
46.100,3.291747
46.200,3.295437
46.300,3.293859
46.400,3.296930
46.500,3.298366
46.600,3.299592
46.800,3.299796
46.900,3.292474
47.000,3.296237
47.100,3.299059
47.300,3.292265
47.400,3.290566
47.500,3.285142
47.600,3.281285
47.800,3.286411
47.900,3.281603
48.000,3.280801
48.100,3.272700
48.300,3.270675
48.400,3.267669
48.500,3.266917
48.600,3.266729
48.700,3.268365
48.800,3.264591
48.900,3.262296
49.000,3.253074
49.100,3.248268
49.300,3.244567
49.400,3.251142
49.500,3.245285
49.600,3.245285
49.700,3.243821
49.800,3.240955
49.900,3.237739
50.000,3.224435
50.100,3.221109
50.300,3.217777
50.400,3.219722
50.500,3.224861
50.700,3.213715
50.800,3.211858
50.900,3.210232
51.000,3.202558
51.100,3.200640
51.300,3.192580
51.400,3.196290
51.500,3.189072
51.600,3.182268
51.800,3.168067
51.900,3.174034
52.000,3.163508
52.100,3.153377
52.200,3.151689
52.300,3.150422
52.400,3.137606
52.500,3.141901
52.600,3.142975
52.800,3.140744
52.900,3.147686
53.000,3.134421
53.100,3.134421
53.200,3.138605
53.300,3.129303
53.400,3.117326
53.500,3.095916
53.600,3.097958
53.800,3.073495
53.900,3.068374
54.000,3.069593
54.200,3.072398
54.300,3.053100
54.400,3.046550
54.500,3.041637
54.600,3.010409
54.800,3.026301
54.900,3.031575
55.000,3.042894
55.100,3.051447
55.300,3.040181
55.400,3.025045
55.500,3.021261
55.600,3.025631
55.700,3.022815
55.800,3.011408
55.900,3.002852
56.000,2.995713
56.100,2.943928
56.300,2.923482
56.400,2.908371
56.500,2.927093
56.600,2.938546
56.700,2.954637
56.800,2.936159
56.900,2.933080
57.000,2.920770
57.100,2.912692
57.300,2.885673
57.400,2.815709
57.500,2.811427
57.700,2.800714
57.800,2.762678
57.900,2.775670
58.000,2.803917
58.100,2.801959
58.300,2.826495
58.400,2.824124
58.500,2.831031
58.600,2.837758
58.800,2.819439
58.900,2.819860
59.000,2.827465
59.100,2.769366
59.200,2.764683
59.300,2.773671
59.400,2.761835
59.500,2.735918
59.600,2.721479
59.800,2.672685
59.900,2.575671
60.000,2.536418
60.100,2.536418
60.200,2.559104
60.300,2.582276
60.400,2.623069
60.500,2.638267
60.600,2.644134
60.800,2.676033
60.900,2.664504
61.000,2.633626
61.200,2.605907
61.300,2.603977
61.400,2.595994
61.500,2.573999
61.600,2.493500
61.800,2.524187
61.900,2.524187
62.000,2.368547
62.100,2.424637
62.300,2.483659
62.400,2.343415
62.500,2.335854
62.700,2.399482
62.800,2.329870
62.900,2.267468
63.000,2.386867
63.100,2.458433
63.300,2.454608
63.400,2.356152
63.500,2.281538
63.600,2.265769
63.700,2.266442
63.800,2.108221
63.900,2.082055
64.000,2.058014
64.100,1.984503
64.300,1.934313
64.400,1.972156
64.500,2.100539
64.700,2.095135
64.800,2.048784
64.900,2.129696
65.000,2.174924
65.100,2.188731
65.300,2.211091
65.400,2.017773
65.500,1.941943
65.600,1.905972
65.800,1.843993
65.900,1.978498
66.000,2.034625
66.100,2.088656
66.200,2.094328
66.300,2.057164
66.400,1.829291
66.500,1.822323
66.600,1.708081
66.800,1.674520
66.900,1.523630
67.000,1.501815
67.100,1.565908
67.200,1.716477
67.300,1.681619
67.400,1.835405
67.500,1.986351
67.600,1.984088
67.800,1.921022
67.900,1.756378
68.000,1.686594
68.200,1.698297
68.300,1.579149
68.400,1.477287
68.500,1.426822
68.600,1.334205
68.800,1.506776
68.900,1.506694
69.000,1.529173
69.100,1.584793
69.300,1.606198
69.400,1.594050
69.500,1.582025
69.600,1.575506
69.700,1.522753
69.800,1.385688
69.900,1.136422
70.000,0.948211
70.100,1.007276
70.300,1.144319
70.400,1.308580
70.500,1.079645
70.600,1.169822
70.700,1.249911
70.800,1.144956
70.900,1.133739
71.000,1.088435
71.100,0.999609
71.300,1.017402
71.400,0.860925
71.600,0.650231
71.700,0.522558
71.800,0.670639
71.900,0.970160
72.000,1.230080
72.100,1.702520
72.300,1.984065
72.400,1.838516
72.500,1.724258
72.600,1.433565
72.800,1.113391
72.900,1.008348
73.000,0.727087
73.100,0.239272
73.200,0.119636
73.300,0.059818
73.400,0.014954
73.500,0.003739
73.600,0.000935
73.800,0.000234
73.900,0.000058
74.000,0.000015
74.100,0.000007
74.200,0.000002
74.300,0.000000
74.400,0.000000
74.500,0.000000
74.600,0.000000
74.800,0.000000
74.900,0.000000
75.100,0.000000
75.200,0.000000
75.300,0.000000
75.400,0.000000
75.500,0.000000
75.600,0.000000
75.800,0.000000
75.900,0.000000
76.000,0.000000
76.100,0.000000
76.300,0.000000
76.400,0.000000
76.500,0.000000
76.600,0.000000
76.700,0.000000
76.800,0.000000
76.900,0.000000
77.000,0.000000
77.100,0.000000
77.300,0.000000
77.400,0.000000
77.500,0.000000
77.600,0.000000
77.700,0.000000
77.800,0.000000
77.900,0.000000
78.000,0.000000
78.100,0.000000
78.300,0.000000
78.500,0.000000
78.600,0.000000
78.700,0.000000
78.800,0.000000
78.900,0.000000
79.000,0.000000
79.100,0.000000
79.200,0.000000
79.300,0.000000
79.500,0.000000
79.600,0.000000
79.700,0.000000
79.800,0.000000
80.000,0.000000
80.100,0.000000
80.200,0.000000
80.300,0.000000
80.500,0.000000
80.600,0.000000
80.700,0.000000
80.800,0.000000
81.000,0.000000
81.100,0.000000
81.200,0.000000
81.300,0.000000
81.400,0.000000
81.500,0.000000
81.600,0.000000
81.700,0.000000
81.800,0.000000
82.000,0.000000
82.100,0.000000
82.200,0.000000
