tempo,tensao,forca
15.360,3.142950,1.640600
15.460,3.151475,1.685875
15.560,3.157869,1.743167
15.660,3.171967,1.787313
15.760,3.187992,1.952000
15.860,3.189498,2.125483
16.060,3.189874,2.205000
16.160,3.189969,2.285000
16.260,3.184996,2.510087
16.460,3.182498,2.277865
16.560,3.181249,2.311620
16.660,3.175312,2.285125
16.760,3.176328,2.220455
16.860,3.176582,2.177840
17.060,3.189146,2.138412
17.160,3.213643,2.092676
17.260,3.208411,2.073380
17.360,3.202103,2.223500
17.560,3.208026,2.451087
17.660,3.209013,2.478319
17.760,3.214753,2.493636
17.860,3.218688,2.487520
18.060,3.219836,2.542600
18.160,3.214959,2.568286
18.260,3.218740,2.645071
18.360,3.224370,2.711933
18.560,3.228592,2.771120
18.660,3.229824,2.835900
18.760,3.229956,2.874760
18.860,3.232489,2.898655
18.960,3.232489,2.959000
19.060,3.236245,3.014821
19.160,3.231561,3.057000
19.260,3.225390,3.059250
19.360,3.228848,3.162256
19.560,3.234712,2.913500
19.660,3.236178,2.792893
19.760,3.236544,2.853242
19.860,3.238272,2.990000
19.960,3.239568,2.959091
20.060,3.239892,2.970091
20.160,3.244946,3.054000
20.260,3.248737,3.110840
20.360,3.249684,3.151750
20.560,3.249921,3.338091
20.660,3.249990,3.403000
20.760,3.249998,3.451895
20.860,3.249999,3.489364
21.060,3.255000,3.541400
21.160,3.258750,3.560393
21.260,3.254687,3.565340
21.360,3.256172,3.608769
21.560,3.256543,3.714880
21.660,3.261636,3.701440
21.760,3.257909,3.663600
21.860,3.261977,3.726000
22.060,3.260494,3.761380
22.160,3.260124,3.784235
22.260,3.260031,3.799700
22.360,3.262508,3.792160
22.460,3.271254,3.784160
22.560,3.267813,3.788900
22.660,3.269453,3.832103
22.760,3.269453,3.934182
22.860,3.269932,3.951340
23.060,3.269932,4.059120
23.160,3.269996,4.057250
23.260,3.269999,4.074120
23.360,3.269999,4.068760
23.460,3.275000,4.060760
23.560,3.276250,4.046773
23.660,3.271562,4.084000
23.760,3.270391,4.104000
23.860,3.270098,4.172370
24.060,3.275049,4.038143
24.160,3.270631,3.957561
24.260,3.270158,3.956400
24.360,3.270039,4.067000
24.560,3.270010,4.169120
24.660,3.270002,4.083789
24.760,3.270001,4.005467
24.860,3.265000,3.957760
25.060,3.271875,3.908060
25.160,3.280938,3.920840
25.260,3.280469,3.973000
25.360,3.280234,4.075238
25.560,3.280029,4.195455
25.660,3.280007,4.289087
25.760,3.280002,4.324333
25.860,3.287500,4.399744
25.960,3.288750,4.443833
26.060,3.289688,4.612333
26.160,3.289922,4.787800
26.260,3.289980,4.951000
26.360,3.282495,4.906771
26.560,3.286248,4.698667
26.660,3.266562,4.712880
26.760,3.226640,4.779789
26.860,3.198320,4.563833
26.960,3.129580,4.407000
27.060,3.134790,3.645000
27.160,3.141198,3.260000
27.260,3.160299,2.314000
27.360,3.103787,1.764000
27.560,3.051894,1.964000
27.660,2.861487,2.101118
27.760,2.835743,1.990000
27.960,2.728936,1.365000
28.060,2.657234,0.983000
28.160,2.654308,0.869550
28.260,2.656077,0.810556
28.360,2.594019,0.680667
28.560,2.279252,0.645074
28.660,2.092313,0.652860
28.760,1.703078,0.636340
28.860,0.925770,0.562545
29.060,0.462885,0.413158
29.160,0.115721,0.356667
29.260,0.028930,0.277500
29.360,0.007233,0.219143
29.460,0.003616,0.142529
29.560,0.001808,0.053937
29.660,0.000452,0.020128
29.760,0.000113,0.006960
29.860,0.000028,0.000480
30.060,0.000007,0.000480
30.160,0.000002,0.000000
30.260,0.000000,0.000000
30.360,0.000000,0.000000
30.460,0.000000,0.000000
30.560,0.000000,0.000000
30.660,0.000000,0.000000
30.760,0.000000,0.000000
30.860,0.000000,0.000000
31.060,0.000000,0.000000
31.160,0.000000,0.000000
31.260,0.000000,0.000000
31.460,0.000000,0.000000
31.560,0.000000,0.000000
31.660,0.000000,0.000000
31.760,0.000000,0.000000
31.860,0.000000,0.000000
32.060,0.000000,0.000000
32.160,0.000000,0.000000
32.260,0.000000,0.000000
32.360,0.000000,0.000000
32.560,0.000000,0.000000
32.660,0.000000,0.000000
32.760,0.000000,0.000000
32.860,0.000000,0.000000
32.960,0.000000,0.000000
33.060,0.000000,0.000000
33.160,0.000000,0.000000
33.260,0.000000,0.000000
33.360,0.000000,0.000000
33.560,0.000000,0.000000
33.660,0.000000,0.000000
33.760,0.000000,0.000000
33.860,0.000000,0.000000
33.960,0.000000,0.000000
34.060,0.000000,0.000000
34.160,0.000000,0.000000
34.260,0.000000,0.000000
34.360,0.000000,0.000000
34.560,0.000000,0.000000
34.660,0.000000,0.000000
34.760,0.000000,0.000000
34.960,0.000000,0.000000
35.060,0.000000,0.000000
